
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Tex Carleton,2,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,41,88,7,17,1,10,0,.193,.509
Ripper Collins,7,30,4,11,1,0,0,3,1,2,.367,.387,.400,.787,0,1,1,154,600,116,200,35,128,2,.333,1.008
Pat Crawford,2,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,,61,70,3,19,0,16,0,.271,.620
Spud Davis,2,2,0,2,0,0,0,1,0,0,1.000,1.000,1.000,2.000,0,0,,107,347,45,104,9,65,0,.300,.830
Dizzy Dean,4,12,3,3,2,0,0,1,0,3,.250,.250,.417,.667,0,0,0,51,118,15,29,2,9,1,.246,.591
Paul Dean,2,6,0,1,0,0,0,2,0,1,.167,.167,.167,.333,0,0,1,39,83,6,20,0,3,0,.241,.539
Bill DeLancey,7,29,3,5,3,0,1,4,2,8,.172,.226,.379,.605,0,0,1,93,253,41,80,13,40,1,.316,.979
Leo Durocher,7,27,4,7,1,1,0,0,0,0,.259,.259,.370,.630,0,0,0,146,500,62,130,3,70,2,.260,.658
Frankie Frisch,7,31,2,6,1,0,0,4,0,1,.194,.194,.226,.419,0,1,2,140,550,74,168,3,75,11,.305,.757
Chick Fullis,3,5,0,2,0,0,0,0,0,0,.400,.400,.400,.800,0,0,1,*97,301,29,75,0,38,6,.249,.612
Jesse Haines,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,37,19,1,3,0,0,0,.158,.358
Bill Hallahan,1,3,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,1,32,55,3,10,0,6,0,.182,.411
Pepper Martin,7,31,8,11,3,1,0,4,3,3,.355,.412,.516,.928,2,1,4,110,454,76,131,5,49,23,.289,.762
Joe Medwick,7,29,4,11,0,1,1,5,1,7,.379,.400,.552,.952,0,0,0,149,620,110,198,18,106,3,.319,.872
Jim Mooney,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,32,19,0,1,0,2,0,.053,.105
Ernie Orsatti,7,22,3,7,0,1,0,2,3,1,.318,.423,.409,.832,0,1,2,105,337,39,101,0,31,6,.300,.718
Jack Rothrock,7,30,3,7,3,1,0,6,1,2,.233,.258,.400,.658,0,0,1,154,647,106,184,11,72,10,.284,.734
Dazzy Vance,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,*25,19,2,3,1,1,0,.158,.526
Bill Walker,2,2,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,1,24,54,2,5,0,1,0,.093,.220
Burgess Whitehead,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,100,332,55,92,1,24,5,.277,.666
Totals,78,262,34,73,14,5,2,32,11,31,.279,.310,.393,.703,2,4,,154,5502,799,1582,104,,69,.288,.762
