
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Elden Auker,1,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,36,74,8,16,0,8,0,.216,.548
Tommy Bridges,2,8,1,1,0,0,0,1,0,3,.125,.125,.125,.250,0,0,0,36,109,9,26,0,10,0,.239,.581
Flea Clifton,4,16,1,0,0,0,0,0,2,4,.000,.111,.000,.111,0,0,1,43,110,15,28,0,9,2,.255,.593
Mickey Cochrane,6,24,3,7,1,0,0,1,4,1,.292,.393,.333,.726,0,0,1,115,411,93,131,5,47,5,.319,.902
General Crowder,1,3,1,1,0,0,0,0,1,0,.333,.500,.333,.833,0,0,0,33,93,6,17,0,8,0,.183,.429
Pete Fox,6,26,1,10,3,1,0,4,0,1,.385,.385,.577,.962,0,0,1,131,517,116,166,15,73,14,.321,.895
Charlie Gehringer,6,24,4,9,3,0,0,4,2,1,.375,.423,.500,.923,1,0,0,150,610,123,201,19,108,11,.330,.911
Goose Goslin,6,22,2,6,1,0,0,3,5,0,.273,.407,.318,.726,0,0,1,147,590,87,172,9,109,5,.292,.770
Hank Greenberg,2,6,1,1,0,0,1,2,1,0,.167,.375,.667,1.042,0,0,3,152,619,121,203,36,170,4,.328,1.039
Chief Hogsett,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,40,23,4,6,2,4,0,.261,.783
Marv Owen,6,20,2,1,0,0,0,1,2,3,.050,.174,.050,.224,0,0,1,134,483,52,127,2,71,1,.263,.672
Billy Rogell,6,24,1,7,2,0,0,1,2,5,.292,.346,.375,.721,0,1,0,150,560,89,154,6,71,3,.275,.754
Schoolboy Rowe,3,8,0,2,1,0,0,0,0,1,.250,.250,.375,.625,0,0,1,45,109,19,34,3,28,0,.312,.839
Gee Walker,3,4,1,1,0,0,0,0,1,0,.250,.400,.250,.650,0,0,0,98,362,52,109,7,53,6,.301,.782
Jo-Jo White,5,19,3,5,0,0,0,1,5,7,.263,.417,.263,.680,0,0,0,114,412,82,99,2,32,19,.240,.693
Totals,58,206,21,51,11,1,1,18,25,27,.248,.335,.325,.660,1,1,,152,5423,919,1573,106,,70,.290,.800
