
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Jerry Adair,5,16,0,2,0,0,0,1,0,3,.125,.118,.125,.243,1,0,0,*117,414,47,112,3,35,1,.271,.640
Mike Andrews,5,13,2,4,0,0,0,1,0,1,.308,.308,.308,.615,0,0,0,142,494,79,130,8,40,7,.263,.699
Gary Bell,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,*38,74,7,12,0,2,0,.162,.365
Ken Brett,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,,
Joe Foy,6,15,2,2,1,0,0,1,1,5,.133,.188,.200,.388,0,0,1,130,446,70,112,16,49,8,.251,.751
Russ Gibson,2,2,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,49,138,8,28,1,15,0,.203,.539
Ken Harrelson,4,13,0,1,0,0,0,1,1,3,.077,.143,.077,.220,0,0,0,*110,333,42,85,12,54,10,.255,.725
Elston Howard,7,18,0,2,0,0,0,1,1,2,.111,.158,.111,.269,0,0,0,*108,315,22,56,4,28,0,.178,.478
Dalton Jones,6,18,2,7,0,0,0,1,1,3,.389,.421,.389,.810,0,0,0,89,159,18,46,3,25,0,.289,.742
Jim Lonborg,3,9,0,0,0,0,0,0,0,7,.000,.000,.000,.000,0,0,0,39,99,7,14,0,8,1,.141,.346
Dave Morehead,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,10,12,1,1,0,0,0,.083,.237
Dan Osinski,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,34,9,0,3,0,1,0,.333,.778
Rico Petrocelli,7,20,3,4,1,0,2,3,3,8,.200,.292,.550,.842,0,1,2,142,491,53,127,17,66,2,.259,.750
Mike Ryan,1,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,79,226,21,45,2,27,2,.199,.543
Jose Santiago,3,2,1,1,0,0,1,1,0,1,.500,.500,2.000,2.500,0,0,0,50,42,5,8,1,3,0,.190,.556
George Scott,7,26,3,6,1,1,0,0,3,6,.231,.310,.346,.656,0,0,0,159,565,74,171,19,82,10,.303,.839
Norm Siebern,3,3,0,1,0,0,0,1,0,0,.333,.333,.333,.667,0,0,0,*79,102,8,18,0,11,0,.176,.557
Reggie Smith,7,24,3,6,1,0,2,3,2,2,.250,.308,.542,.849,0,1,0,158,565,78,139,15,61,16,.246,.704
Lee Stange,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,35,49,2,3,0,1,0,.061,.178
Jerry Stephenson,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,8,16,0,4,0,0,0,.250,.500
Jose Tartabull,7,13,1,2,0,0,0,0,1,2,.154,.214,.154,.368,0,0,0,115,247,36,55,0,10,6,.223,.530
George Thomas,2,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,65,89,10,19,1,6,0,.213,.525
Gary Waslewski,2,1,0,0,0,0,0,0,0,1,.000,.500,.000,.500,0,0,0,12,11,0,1,0,0,0,.091,.182
John Wyatt,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,60,12,0,1,0,0,0,.083,.237
Carl Yastrzemski,7,25,4,10,2,0,3,5,4,1,.400,.500,.840,1.340,0,0,0,161,579,112,189,44,121,10,.326,1.040
Totals,97,222,21,48,6,1,8,19,17,49,.216,.276,.360,.636,1,2,,162,5471,722,1394,158,,68,.255,.716
