
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Leon Cadore,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,35,91,4,20,2,11,1,.220,.582
Tommy Griffith,7,21,1,4,2,0,0,3,0,2,.190,.190,.286,.476,0,1,0,93,334,41,87,2,30,3,.260,.622
Burleigh Grimes,3,6,1,2,0,0,0,0,0,0,.333,.333,.333,.667,0,0,1,43,111,9,34,0,16,2,.306,.791
Jimmy Johnston,4,14,2,3,0,0,0,0,0,2,.214,.214,.214,.429,1,0,0,155,635,87,185,1,52,19,.291,.699
Pete Kilduff,7,21,0,2,0,0,0,0,1,4,.095,.136,.095,.232,0,0,0,141,478,62,130,0,58,2,.272,.711
Ed Konetchy,7,23,0,4,0,1,0,2,3,2,.174,.269,.261,.530,0,0,1,131,497,62,153,5,63,3,.308,.783
Ernie Krueger,4,6,0,1,0,0,0,0,0,0,.167,.167,.167,.333,0,0,0,52,146,21,42,1,17,2,.288,.721
Bill Lamar,3,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,,24,44,5,12,0,4,0,.273,.636
Al Mamaux,3,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,41,60,5,10,0,5,0,.167,.465
Rube Marquard,2,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,28,59,2,10,0,0,1,.169,.421
Bill McCabe,1,0,0,0,0,0,0,0,0,0,,,,,0,0,,*44,70,11,11,0,3,1,.157,.338
Otto Miller,6,14,0,2,0,0,0,0,1,2,.143,.200,.143,.343,0,0,0,90,301,16,87,0,33,0,.289,.644
Clarence Mitchell,2,3,0,1,0,0,0,0,0,0,.333,.333,.333,.667,0,0,0,55,107,9,25,0,11,1,.234,.577
Hi Myers,7,26,0,6,0,0,0,1,0,1,.231,.231,.231,.462,0,2,0,154,582,83,177,4,80,9,.304,.807
Bernie Neis,4,5,0,0,0,0,0,0,1,0,.000,.167,.000,.167,0,0,0,95,249,38,63,2,22,9,.253,.666
Ivy Olson,7,25,2,8,1,0,0,0,3,1,.320,.393,.360,.753,0,1,0,143,637,71,162,1,46,4,.254,.592
Jeff Pfeffer,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,30,74,5,18,0,8,0,.243,.533
Ray Schmandt,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,,28,63,7,15,0,7,1,.238,.574
Jack Sheehan,3,11,0,2,0,0,0,0,0,1,.182,.182,.182,.364,0,0,2,3,5,0,2,0,0,0,.400,1.100
Sherry Smith,2,6,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,33,43,6,10,0,3,1,.233,.622
Zack Wheat,7,27,2,9,2,0,0,2,1,2,.333,.357,.407,.765,0,0,2,148,583,89,191,9,73,8,.328,.848
Totals,83,215,8,44,5,1,0,8,10,20,.205,.240,.237,.477,1,4,,155,5399,660,1493,28,,70,.277,.691
