
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Vic Aldridge,1,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,35,96,5,21,0,9,0,.219,.498
Clyde Barnhart,4,16,0,5,1,0,0,4,0,0,.313,.313,.375,.688,0,0,0,108,360,65,115,3,54,2,.319,.815
Fred Brickell,2,2,1,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,,32,21,6,6,1,4,0,.286,.794
Mike Cvengros,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,23,19,2,3,0,3,0,.158,.411
Joe Dawson,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,20,25,1,5,0,1,0,.200,.400
Johnny Gooch,3,5,0,0,0,0,0,0,1,1,.000,.167,.000,.167,0,0,0,101,291,22,75,2,48,0,.258,.656
George Grantham,3,11,0,4,1,0,0,0,1,1,.364,.417,.455,.871,0,0,1,151,531,96,162,8,66,9,.305,.850
Heinie Groh,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,,14,35,2,10,0,3,0,.286,.639
Joe Harris,4,15,0,3,0,0,0,1,0,0,.200,.200,.200,.400,0,0,0,129,411,57,134,5,73,0,.326,.874
Carmen Hill,1,1,0,0,0,0,0,0,1,0,.000,.500,.000,.500,0,0,0,44,104,10,22,0,10,0,.212,.546
Ray Kremer,1,2,1,1,1,0,0,0,0,1,.500,.500,1.000,1.500,0,0,0,35,83,3,14,2,10,0,.169,.441
Lee Meadows,1,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,40,115,3,18,0,6,0,.157,.359
Johnny Miljus,2,2,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,19,28,2,5,0,2,0,.179,.393
Hal Rhyne,1,4,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,62,168,21,46,0,17,0,.274,.633
Earl Smith,3,8,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,1,66,189,16,51,5,25,0,.270,.722
Roy Spencer,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,38,92,9,26,0,13,0,.283,.642
Pie Traynor,4,15,1,3,1,0,0,0,0,1,.200,.200,.267,.467,0,0,1,149,573,93,196,5,106,11,.342,.825
Lloyd Waner,4,15,5,6,1,1,0,0,1,0,.400,.471,.600,1.071,0,0,2,150,629,133,223,2,27,14,.355,.806
Paul Waner,4,15,0,5,1,0,0,3,0,1,.333,.333,.400,.733,0,0,0,155,623,114,237,9,131,5,.380,.986
Glenn Wright,4,13,1,2,0,0,0,2,0,0,.154,.154,.154,.308,0,0,1,143,570,78,160,9,105,4,.281,.716
Emil Yde,1,0,1,0,0,0,0,0,0,0,,,,,0,0,,23,18,8,3,0,1,0,.167,.444
Totals,48,130,10,29,6,1,0,10,4,7,.223,.252,.285,.536,0,0,,156,5397,817,1648,54,,65,.305,.773
