
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Pete Alexander,3,7,1,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,1,*30,65,2,13,0,6,0,.200,.470
Hi Bell,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,27,25,3,3,0,1,0,.120,.334
Les Bell,7,27,4,7,1,0,1,6,2,5,.259,.310,.407,.718,0,2,2,155,581,85,189,17,100,9,.325,.901
Jim Bottomley,7,29,4,10,3,0,0,5,1,2,.345,.367,.448,.815,0,1,0,154,603,98,180,19,120,4,.299,.870
Taylor Douthit,4,15,3,4,2,0,0,1,3,2,.267,.389,.400,.789,0,0,0,139,530,96,163,3,52,23,.308,.752
Jake Flowers,3,3,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,,40,74,13,20,3,9,1,.270,.730
Chick Hafey,7,27,2,5,2,0,0,0,0,7,.185,.185,.259,.444,0,1,0,78,225,30,61,4,38,2,.271,.738
Jesse Haines,3,5,1,3,0,0,1,2,0,1,.600,.600,1.200,1.800,0,0,0,33,61,4,13,0,1,0,.213,.480
Bill Hallahan,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,19,16,0,4,0,0,0,.250,.563
Wattie Holm,5,16,1,2,0,0,0,1,1,2,.125,.176,.125,.301,0,0,0,55,144,18,41,0,21,3,.285,.698
Rogers Hornsby,7,28,2,7,1,0,0,4,2,2,.250,.300,.286,.586,1,0,0,134,527,96,167,11,93,3,.317,.851
Vic Keen,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,26,53,4,3,0,1,0,.057,.148
Bob O'Farrell,7,23,2,7,1,0,0,2,2,2,.304,.360,.348,.708,0,0,0,147,492,63,144,7,68,1,.293,.804
Art Reinhart,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,40,63,7,20,0,11,1,.317,.741
Flint Rhem,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,34,96,11,18,1,12,0,.188,.449
Bill Sherdel,2,5,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,36,90,9,22,1,8,0,.244,.608
Billy Southworth,7,29,6,10,1,1,1,4,0,0,.345,.345,.552,.897,1,0,0,*135,507,99,162,16,99,14,.320,.862
Tommy Thevenow,7,24,5,10,1,0,1,4,0,1,.417,.440,.583,1.023,0,0,2,156,563,64,144,2,63,8,.256,.602
Specs Toporcer,1,0,0,0,0,0,0,1,0,0,,,,,0,0,,64,88,13,22,0,9,1,.250,.656
Totals,75,239,31,65,12,1,4,30,11,30,.272,.307,.381,.688,2,4,,156,5381,817,1541,90,,83,.286,.763
