
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Chief Bender,2,5,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,,0,38,92,11,20,0,14,3,.217,.536
Andy Coakley,1,2,0,0,0,0,0,0,0,1,.000,.333,.000,.333,0,,0,35,94,3,13,0,1,1,.138,.335
Lave Cross,5,19,0,2,0,0,0,0,1,1,.105,.150,.105,.255,0,,0,147,587,69,156,0,77,8,.266,.631
Monte Cross,5,17,0,3,0,0,0,0,0,7,.176,.176,.176,.353,0,,2,79,252,28,67,0,24,8,.266,.681
Harry Davis,5,20,0,4,1,0,0,0,0,1,.200,.200,.250,.450,0,,0,150,607,93,173,8,83,36,.285,.756
Topsy Hartsel,5,17,1,4,1,0,0,0,2,1,.235,.316,.294,.610,2,,1,150,538,88,148,0,28,37,.275,.755
Danny Hoffman,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,,,120,459,66,120,1,35,46,.261,.646
Bris Lord,5,20,0,2,0,0,0,2,0,5,.100,.100,.100,.200,0,,0,66,238,38,57,0,13,3,.239,.583
Danny Murphy,5,16,0,3,1,0,0,0,0,2,.188,.188,.250,.438,0,,4,151,537,71,149,6,71,23,.277,.728
Eddie Plank,2,6,0,1,0,0,0,0,0,2,.167,.167,.167,.333,0,,0,41,126,12,29,0,5,0,.230,.530
Doc Powers,3,7,0,1,1,0,0,0,0,0,.143,.143,.286,.429,0,,0,*51,154,11,24,0,12,4,.156,.345
Ossee Schrecongost,3,9,2,2,1,0,0,0,0,0,.222,.222,.333,.556,0,,0,123,420,30,114,0,45,9,.271,.624
Socks Seybold,5,16,0,2,0,0,0,0,2,3,.125,.222,.125,.347,0,,0,133,492,64,135,6,59,5,.274,.744
Totals,47,155,3,24,5,0,0,2,5,25,.155,.186,.187,.373,2,,,152,5146,623,1310,24,,190,.255,.648
