
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Dave Bancroft,5,19,4,4,0,0,0,2,2,1,.211,.286,.211,.496,0,0,1,156,651,117,209,4,60,16,.321,.815
Jesse Barnes,1,4,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,37,77,9,14,0,10,0,.182,.439
Bill Cunningham,4,10,0,2,0,0,0,2,2,1,.200,.333,.200,.533,0,0,0,85,229,37,75,2,33,4,.328,.787
Frankie Frisch,5,17,3,8,1,0,0,2,1,0,.471,.500,.529,1.029,1,1,1,132,514,101,168,5,51,31,.327,.824
Heinie Groh,5,19,4,9,0,1,0,0,2,1,.474,.524,.579,1.103,0,1,0,115,426,63,113,3,51,5,.265,.703
High Pockets Kelly,5,18,0,5,0,0,0,2,0,3,.278,.278,.278,.556,0,1,0,151,592,96,194,17,107,12,.328,.860
Lee King,2,1,0,1,0,0,0,1,0,0,1.000,1.000,1.000,2.000,0,0,0,*39,87,14,18,2,15,1,.207,.701
Hugh McQuillan,1,4,1,1,1,0,0,0,0,1,.250,.250,.500,.750,0,0,0,*47,79,4,14,0,6,0,.177,.390
Irish Meusel,5,20,3,5,0,0,1,7,0,1,.250,.250,.400,.650,0,0,0,154,617,100,204,16,132,12,.331,.877
Art Nehf,2,3,0,0,0,0,0,0,2,0,.000,.400,.000,.400,0,0,1,37,98,9,25,1,11,0,.255,.584
Rosy Ryan,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,46,62,3,12,0,3,0,.194,.501
Jack Scott,1,4,0,1,0,0,0,0,0,1,.250,.250,.250,.500,0,0,0,*18,31,2,8,0,4,0,.258,.539
Earl Smith,4,7,0,1,0,0,0,0,0,2,.143,.143,.143,.286,0,0,0,90,234,29,65,9,39,1,.278,.858
Frank Snyder,4,15,1,5,0,0,0,0,0,1,.333,.333,.333,.667,0,0,1,104,318,34,109,5,51,1,.343,.875
Casey Stengel,2,5,0,2,0,0,0,0,0,1,.400,.400,.400,.800,0,0,0,84,250,48,92,7,48,4,.368,1.000
Ross Youngs,5,16,2,6,0,0,0,2,3,1,.375,.474,.375,.849,0,0,2,149,559,105,185,7,86,17,.331,.863
Totals,52,162,18,50,2,1,1,18,12,15,.309,.356,.352,.708,1,3,,156,5454,852,1661,80,,116,.305,.790
