
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Lance Blankenship,1,2,1,1,0,0,0,0,0,0,.500,.500,.500,1.000,0,0,0,58,125,22,29,1,4,5,.232,.588
Todd Burns,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,50,0,0,0,0,0,0,,
Jose Canseco,4,14,5,5,0,0,1,3,4,3,.357,.500,.571,1.071,1,0,0,65,227,40,61,17,57,6,.269,.875
Dennis Eckersley,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,51,0,0,0,0,0,0,,
Mike Gallego,2,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,133,357,45,90,3,30,7,.252,.654
Dave Henderson,4,13,6,4,2,0,2,4,4,3,.308,.500,.923,1.423,0,0,0,152,579,77,145,15,80,8,.250,.695
Rickey Henderson,4,19,4,9,1,2,1,3,2,2,.474,.524,.895,1.419,3,1,0,*150,541,113,148,12,57,77,.274,.810
Rick Honeycutt,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,64,0,0,0,0,0,0,,
Stan Javier,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,112,310,42,77,1,28,12,.248,.633
Carney Lansford,4,16,5,7,1,0,1,4,3,1,.438,.526,.688,1.214,0,0,0,148,551,81,185,2,52,37,.336,.803
Mark McGwire,4,17,0,5,1,0,0,1,1,3,.294,.333,.353,.686,0,0,0,143,490,74,113,33,95,1,.231,.806
Mike Moore,2,3,1,1,1,0,0,2,0,1,.333,.333,.667,1.000,0,0,0,35,0,0,0,0,0,0,,
Gene Nelson,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,51,0,1,0,0,0,0,,
Dave Parker,3,9,2,2,1,0,1,2,0,2,.222,.222,.667,.889,0,0,,144,553,56,146,22,97,0,.264,.741
Ken Phelps,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,,*97,194,26,47,7,29,0,.242,.713
Tony Phillips,4,17,2,4,1,0,1,3,0,3,.235,.235,.471,.706,0,0,0,143,451,48,118,4,47,3,.262,.693
Terry Steinbach,4,16,3,4,0,1,1,7,2,1,.250,.333,.563,.896,0,0,0,130,454,37,124,7,42,1,.273,.671
Dave Stewart,2,3,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,1,36,0,0,0,0,0,0,,
Walt Weiss,4,15,3,2,0,0,1,1,2,2,.133,.235,.333,.569,0,0,0,84,236,30,55,3,21,6,.233,.616
Totals,53,146,32,44,8,3,9,30,18,22,.301,.382,.582,.964,4,1,,162,5416,712,1414,127,,157,.261,.712
