
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Home Run Baker,6,24,7,9,2,0,2,5,1,5,.375,.400,.708,1.108,0,,2,148,592,96,198,11,115,38,.334,.887
Jack Barry,6,19,2,7,4,0,0,2,0,2,.368,.368,.579,.947,2,,3,127,442,73,117,1,63,30,.265,.677
Chief Bender,3,11,0,1,0,0,0,0,0,1,.091,.091,.091,.182,0,,0,32,79,9,13,0,8,2,.165,.360
Eddie Collins,6,21,4,6,1,0,0,1,2,3,.286,.348,.333,.681,2,,3,132,493,92,180,3,73,38,.365,.932
Jack Coombs,2,8,1,2,0,0,0,0,0,0,.250,.250,.250,.500,0,,0,52,141,31,45,2,23,5,.319,.774
Harry Davis,6,24,3,5,1,0,0,5,0,3,.208,.208,.250,.458,0,,0,57,183,27,36,1,22,2,.197,.570
Jack Lapp,2,8,1,2,0,0,0,0,0,1,.250,.250,.250,.500,0,,0,68,167,35,59,1,26,4,.353,.902
Bris Lord,6,27,2,5,2,0,0,1,0,5,.185,.185,.259,.444,0,,0,134,574,92,178,3,55,15,.310,.784
Stuffy McInnis,1,0,0,0,0,0,0,0,0,0,,,,,0,,0,126,468,76,150,3,77,23,.321,.787
Danny Murphy,6,23,4,7,3,0,0,3,0,3,.304,.304,.435,.739,0,,1,141,508,104,167,6,66,22,.329,.858
Rube Oldring,6,25,2,5,2,0,1,3,0,4,.200,.200,.400,.600,0,,1,121,495,84,147,3,59,21,.297,.726
Eddie Plank,2,3,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,,0,40,94,7,18,0,10,0,.191,.445
Amos Strunk,1,0,0,0,0,0,0,0,0,0,,,,,0,,,74,215,42,55,1,21,13,.256,.683
Ira Thomas,4,12,1,1,0,0,0,1,1,2,.083,.154,.083,.237,0,,0,103,297,33,81,0,39,4,.273,.682
Totals,57,205,27,50,15,0,3,21,4,31,.244,.258,.361,.619,4,,,152,5199,861,1540,35,,226,.296,.754
