
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Jim Bagby,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,21,42,2,5,0,2,0,.119,.302
Mace Brown,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,18,5,0,0,0,0,0,.000,.000
Paul Campbell,1,0,0,0,0,0,0,0,0,0,,,,,0,0,,28,26,3,3,0,0,0,.115,.332
Leon Culberson,5,9,1,2,0,0,1,1,1,2,.222,.300,.556,.856,1,0,0,59,179,34,56,3,18,3,.313,.799
Dom DiMaggio,7,27,2,7,3,0,0,3,2,2,.259,.310,.370,.681,0,0,0,142,534,85,169,7,73,10,.316,.820
Joe Dobson,3,3,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,32,50,5,5,0,2,0,.100,.267
Bobby Doerr,6,22,1,9,1,0,1,3,2,2,.409,.458,.591,1.049,0,0,0,151,583,95,158,18,116,5,.271,.799
Clem Dreisewerd,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,20,10,0,0,0,0,0,.000,.091
Dave Ferriss,2,6,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,45,115,12,24,0,7,0,.209,.503
Don Gutteridge,3,5,1,2,0,0,0,1,0,0,.400,.400,.400,.800,0,0,0,22,47,8,11,1,6,0,.234,.627
Mickey Harris,2,3,0,1,0,0,0,0,0,1,.333,.333,.333,.667,0,0,0,34,78,11,18,0,5,0,.231,.562
Pinky Higgins,7,24,1,5,1,0,0,2,2,0,.208,.269,.250,.519,0,0,2,*82,260,20,68,2,36,0,.262,.692
Tex Hughson,3,3,0,1,0,0,0,0,1,0,.333,.500,.333,.833,0,0,1,39,91,5,12,0,4,0,.132,.345
Earl Johnson,3,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,29,22,4,5,0,4,0,.227,.664
Bob Klinger,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,28,16,1,5,0,2,0,.313,.625
Tom McBride,5,12,0,2,0,0,0,1,0,1,.167,.167,.167,.333,0,0,1,61,153,21,46,0,19,0,.301,.699
George Metkovich,2,2,1,1,1,0,0,0,0,0,.500,.500,1.000,1.500,0,0,,86,281,42,69,4,25,8,.246,.689
Wally Moses,4,12,1,5,0,0,0,0,1,2,.417,.462,.417,.878,0,0,0,*104,343,43,82,6,33,4,.239,.679
Roy Partee,5,10,1,1,0,0,0,1,1,2,.100,.182,.100,.282,0,0,0,40,111,13,35,0,9,0,.315,.783
Johnny Pesky,7,30,2,7,0,0,0,0,1,3,.233,.258,.233,.491,1,1,4,153,621,115,208,2,55,9,.335,.827
Rip Russell,2,2,1,2,0,0,0,0,0,0,1.000,1.000,1.000,2.000,0,0,0,80,274,22,57,6,35,1,.208,.564
Mike Ryba,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,9,2,0,2,0,0,0,1.000,2.000
Hal Wagner,5,13,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,117,370,39,85,6,52,3,.230,.675
Ted Williams,7,25,2,5,0,0,0,1,5,5,.200,.333,.200,.533,0,0,0,150,514,142,176,38,123,0,.342,1.164
Rudy York,7,23,6,6,1,1,2,5,6,4,.261,.433,.652,1.086,0,0,1,154,579,78,160,17,119,3,.276,.808
Bill Zuber,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,*18,20,1,2,0,2,0,.100,.243
Totals,92,233,20,56,7,1,4,18,22,28,.240,.309,.330,.639,2,1,,156,5318,792,1441,109,,45,.271,.758
