
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Yogi Berra,2,2,0,0,0,0,0,0,2,0,.000,.500,.000,.500,0,0,0,86,232,25,52,10,35,0,.224,.685
Johnny Blanchard,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,,93,246,33,57,13,39,0,.232,.728
Clete Boyer,7,22,2,7,1,0,1,4,1,3,.318,.333,.500,.833,0,0,2,158,566,85,154,18,68,3,.272,.745
Marshall Bridges,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,52,14,0,0,0,0,0,.000,.000
Jim Coates,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,50,32,1,4,0,1,0,.125,.277
Bud Daley,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,43,27,1,5,0,0,0,.185,.370
Whitey Ford,3,7,0,0,0,0,0,0,1,3,.000,.125,.000,.125,0,0,1,38,85,5,10,0,5,1,.118,.339
Elston Howard,6,21,1,3,1,0,0,1,1,4,.143,.217,.190,.408,0,0,0,136,494,63,138,21,91,1,.279,.791
Tony Kubek,7,29,2,8,1,0,0,1,1,3,.276,.300,.310,.610,0,1,1,45,169,28,53,4,17,2,.314,.789
Dale Long,2,5,0,1,0,0,0,1,0,1,.200,.200,.200,.400,0,0,0,*108,285,29,74,8,41,6,.260,.726
Hector Lopez,2,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,,106,335,45,92,6,48,0,.275,.729
Mickey Mantle,7,25,2,3,1,0,0,0,4,5,.120,.241,.160,.401,2,0,0,123,377,96,121,30,89,9,.321,1.091
Roger Maris,7,23,4,4,1,0,1,5,5,2,.174,.321,.348,.669,0,0,0,157,590,92,151,33,100,1,.256,.840
Bobby Richardson,7,27,3,4,0,0,0,0,3,1,.148,.233,.148,.381,0,0,1,161,692,99,209,8,59,11,.302,.743
Bill Skowron,6,18,1,4,0,1,0,1,1,5,.222,.300,.333,.633,0,0,0,140,478,63,129,23,80,0,.270,.798
Bill Stafford,1,3,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,35,78,5,17,0,5,0,.218,.507
Ralph Terry,3,8,0,1,0,0,0,0,1,6,.125,.222,.125,.347,0,0,0,43,106,6,20,0,7,0,.189,.407
Tom Tresh,7,28,5,9,1,0,1,4,1,4,.321,.345,.464,.809,2,0,0,157,622,94,178,20,93,4,.286,.800
Totals,73,221,20,44,6,1,3,17,21,39,.199,.273,.276,.549,4,1,,162,5644,817,1509,199,,42,.267,.762
