
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Max Bishop,5,21,2,4,0,0,0,1,2,3,.190,.261,.190,.451,0,0,0,129,475,102,110,3,36,1,.232,.713
Joe Boley,5,17,1,4,0,0,0,1,0,3,.235,.235,.235,.471,0,0,0,91,303,36,76,2,47,1,.251,.676
George Burns,1,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,,*38,58,5,13,1,11,1,.224,.612
Mickey Cochrane,5,15,5,6,1,0,0,0,7,0,.400,.591,.467,1.058,0,0,0,135,514,113,170,7,95,7,.331,.887
Jimmy Dykes,5,19,2,8,1,0,0,4,1,1,.421,.450,.474,.924,0,0,2,119,401,76,131,13,79,8,.327,.950
George Earnshaw,2,5,1,0,0,0,0,0,0,4,.000,.000,.000,.000,0,0,0,44,87,6,15,1,10,0,.172,.430
Howard Ehmke,2,5,0,1,0,0,0,0,0,0,.200,.200,.200,.400,0,0,0,11,19,0,2,0,0,0,.105,.263
Jimmie Foxx,5,20,5,7,1,0,2,5,1,1,.350,.381,.700,1.081,0,0,0,149,517,123,183,33,118,9,.354,1.088
Walt French,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,,45,45,7,12,1,9,0,.267,.653
Lefty Grove,2,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,42,102,13,22,1,15,0,.216,.534
Mule Haas,5,21,3,5,0,0,2,6,1,3,.238,.273,.524,.797,0,0,0,139,578,115,181,16,82,0,.313,.854
Bing Miller,5,19,1,7,1,0,0,4,0,2,.368,.400,.421,.821,0,2,1,147,556,84,184,8,93,24,.331,.869
Jack Quinn,1,2,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,35,60,2,8,0,3,0,.133,.300
Eddie Rommel,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,32,39,2,8,0,4,0,.205,.475
Al Simmons,5,20,6,6,1,0,2,5,1,4,.300,.333,.650,.983,0,0,0,143,581,114,212,34,157,4,.365,1.040
Homer Summa,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,,37,81,12,22,0,10,1,.272,.619
Rube Walberg,2,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,1,40,103,11,23,1,11,0,.223,.517
Totals,53,171,26,48,5,0,6,26,13,27,.281,.335,.415,.750,0,2,,151,5204,901,1539,122,,63,.296,.816
