
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Tiny Bonham,2,2,0,0,0,0,0,0,1,0,.000,.333,.000,.333,0,0,0,28,74,4,9,0,2,0,.122,.288
Hank Borowy,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,25,70,4,11,0,7,0,.157,.369
Marv Breuer,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,27,54,3,3,0,0,0,.056,.198
Spud Chandler,2,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,24,71,6,15,0,5,0,.211,.531
Frankie Crosetti,1,3,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,74,285,50,69,4,23,1,.242,.672
Roy Cullenbine,5,19,3,5,1,0,0,2,1,2,.263,.300,.316,.616,1,0,0,*123,427,61,118,6,66,1,.276,.805
Bill Dickey,5,19,1,5,0,0,0,0,1,0,.263,.300,.263,.563,0,0,1,82,268,28,79,2,37,2,.295,.732
Joe DiMaggio,5,21,3,7,0,0,0,3,0,1,.333,.333,.333,.667,0,0,0,154,610,123,186,21,114,4,.305,.875
Atley Donald,1,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,20,61,4,9,0,3,0,.148,.325
Joe Gordon,5,21,1,2,1,0,0,0,0,7,.095,.095,.143,.238,0,0,0,147,538,88,173,18,103,12,.322,.900
Buddy Hassett,3,9,1,3,1,0,0,2,0,1,.333,.333,.444,.778,0,0,1,132,538,80,153,5,48,5,.284,.689
Charlie Keller,5,20,2,4,0,0,2,5,1,3,.200,.238,.500,.738,0,0,0,152,544,106,159,26,108,14,.292,.930
Jerry Priddy,3,10,0,1,1,0,0,1,1,0,.100,.182,.200,.382,0,0,1,59,189,23,53,2,28,0,.280,.766
Phil Rizzuto,5,21,2,8,0,0,1,1,2,1,.381,.435,.524,.959,2,0,1,144,553,79,157,4,68,22,.284,.718
Red Rolfe,4,17,5,6,2,0,0,0,1,2,.353,.389,.471,.859,0,0,0,69,265,42,58,8,25,1,.219,.636
Buddy Rosar,1,1,0,1,0,0,0,0,0,0,1.000,1.000,1.000,2.000,0,0,,69,209,18,48,2,34,1,.230,.594
Red Ruffing,4,9,0,2,0,0,0,0,0,2,.222,.222,.222,.444,0,0,0,30,80,8,20,1,13,0,.250,.640
George Selkirk,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,,42,78,15,15,0,10,0,.192,.561
Tuck Stainback,2,0,0,0,0,0,0,0,0,0,,,,,0,0,,15,10,0,2,0,0,0,.200,.400
Jim Turner,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,*8,2,0,0,0,0,0,.000,.000
Totals,57,178,18,44,6,0,3,14,8,22,.247,.280,.331,.611,3,0,,154,5305,801,1429,108,,69,.269,.740
