
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Turner Barber,3,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,,,55,123,11,29,0,10,3,.236,.586
Charlie Deal,6,17,0,3,0,0,0,0,0,1,.176,.176,.176,.353,0,,1,119,414,43,99,2,34,11,.239,.569
Phil Douglas,1,0,0,0,0,0,0,0,0,0,,,,,0,,1,25,55,2,14,0,5,0,.255,.527
Max Flack,6,19,2,5,0,0,0,0,4,1,.263,.417,.263,.680,1,,1,123,478,74,123,4,41,17,.257,.702
Claude Hendrix,2,1,0,1,0,0,0,0,0,0,1.000,1.000,1.000,2.000,0,,0,35,91,14,24,3,17,1,.264,.764
Charlie Hollocher,6,21,2,4,0,1,0,1,1,1,.190,.227,.286,.513,1,,1,131,509,72,161,2,38,26,.316,.775
Bill Killefer,6,17,2,2,1,0,0,2,2,0,.118,.211,.176,.387,0,,0,104,331,30,77,0,22,5,.233,.557
Les Mann,6,22,0,5,2,0,0,2,0,0,.227,.261,.318,.579,0,,0,129,489,69,141,2,55,21,.288,.727
Bill McCabe,3,1,1,0,0,0,0,0,0,0,.000,.000,.000,.000,0,,,29,45,9,8,0,5,2,.178,.467
Fred Merkle,6,18,1,5,0,0,0,1,4,3,.278,.409,.278,.687,0,,0,129,482,55,143,3,65,21,.297,.737
Bob O'Farrell,3,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,,0,52,113,9,32,1,14,0,.283,.772
Dode Paskert,6,21,0,4,1,0,0,2,2,2,.190,.261,.238,.499,0,,0,127,461,69,132,3,59,20,.286,.733
Charlie Pick,6,18,2,7,1,0,0,0,1,1,.389,.421,.444,.865,1,,0,29,89,13,29,0,12,7,.326,.811
Lefty Tyler,3,5,0,1,0,0,0,2,2,0,.200,.429,.200,.629,0,,1,38,100,9,21,0,8,0,.210,.495
Hippo Vaughn,3,10,0,0,0,0,0,0,0,5,.000,.000,.000,.000,0,,0,35,96,13,23,0,8,4,.240,.597
Chuck Wortman,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,,0,17,17,4,2,1,3,3,.118,.461
Rollie Zeider,2,0,0,0,0,0,0,0,2,0,,1.000,,,0,,0,82,251,31,56,0,26,16,.223,.539
Totals,69,176,10,37,5,1,0,10,18,14,.210,.291,.250,.541,3,,,131,4325,538,1147,21,,159,.265,.667
