
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Wayne Belardi,2,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,,69,163,19,39,11,34,0,.239,.796
Joe Black,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,34,17,1,4,0,1,0,.235,.471
Roy Campanella,6,22,6,6,0,0,1,2,2,3,.273,.360,.409,.769,0,0,0,144,519,103,162,41,142,4,.312,1.006
Billy Cox,6,23,3,7,3,0,1,6,1,4,.304,.333,.565,.899,0,0,1,100,327,44,95,10,44,2,.291,.806
Carl Erskine,3,4,0,1,0,0,0,0,0,1,.250,.250,.250,.500,0,0,1,43,93,12,20,0,8,0,.215,.460
Carl Furillo,6,24,4,8,2,0,1,4,1,3,.333,.360,.542,.902,0,0,2,132,479,82,165,21,92,1,.344,.973
Jim Gilliam,6,27,4,8,3,0,2,4,0,2,.296,.321,.630,.951,0,1,1,151,605,125,168,6,63,21,.278,.798
Gil Hodges,6,22,3,8,0,0,1,1,3,3,.364,.440,.500,.940,1,0,1,141,520,101,157,31,122,1,.302,.943
Jim Hughes,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,1,48,14,1,4,0,1,0,.286,.571
Clem Labine,3,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,37,28,1,2,0,0,0,.071,.268
Billy Loes,1,3,0,2,0,0,0,0,0,0,.667,.667,.667,1.333,0,0,0,32,56,2,7,0,4,0,.125,.319
Russ Meyer,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,34,75,6,11,0,2,0,.147,.339
Bob Milliken,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,37,34,1,4,0,1,0,.118,.319
Bobby Morgan,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,,69,196,35,51,7,33,2,.260,.788
Johnny Podres,1,1,0,1,0,0,0,0,0,0,1.000,1.000,1.000,2.000,0,0,0,34,36,5,11,0,1,1,.306,.630
Pee Wee Reese,6,24,0,5,0,1,0,0,4,1,.208,.321,.292,.613,0,0,0,140,524,108,142,13,61,22,.271,.794
Jackie Robinson,6,25,3,8,2,0,0,2,1,0,.320,.346,.400,.746,1,0,0,136,484,109,159,12,95,17,.329,.927
Preacher Roe,1,3,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,25,57,4,3,1,2,0,.053,.205
George Shuba,2,1,1,1,0,0,1,2,0,0,1.000,1.000,4.000,5.000,0,0,,74,169,19,43,5,23,1,.254,.752
Duke Snider,6,25,3,8,3,0,1,5,2,6,.320,.370,.560,.930,0,0,0,153,590,132,198,42,126,16,.336,1.046
Don Thompson,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,96,153,25,37,1,12,2,.242,.604
Ben Wade,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,32,24,1,4,1,2,0,.167,.458
Dick Williams,3,2,0,1,0,0,0,0,1,1,.500,.667,.500,1.167,0,0,,30,55,4,12,2,5,0,.218,.635
Totals,73,213,27,64,13,1,8,26,15,30,.300,.352,.484,.836,2,1,,155,5373,955,1529,208,,90,.285,.840
