
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Red Ames,1,0,0,0,0,0,0,0,0,0,,,,,0,,0,34,97,6,14,0,7,0,.144,.384
Roger Bresnahan,5,16,3,5,2,0,0,1,4,0,.313,.500,.438,.938,1,,1,104,331,58,100,0,46,11,.302,.785
George Browne,5,22,2,5,0,0,0,1,0,2,.227,.227,.227,.455,2,,1,127,536,95,157,4,43,26,.293,.718
Bill Dahlen,5,15,1,0,0,0,0,1,3,2,.000,.167,.000,.167,2,,0,148,520,67,126,7,81,37,.242,.673
Art Devlin,5,16,0,4,1,0,0,1,1,3,.250,.294,.313,.607,3,,1,153,525,74,129,2,61,59,.246,.655
Mike Donlin,5,19,4,5,1,0,0,1,2,1,.263,.333,.316,.649,1,,0,150,606,124,216,7,80,33,.356,.908
Billy Gilbert,5,17,1,5,0,0,0,2,0,2,.294,.294,.294,.588,1,,0,115,376,45,93,0,24,11,.247,.624
Christy Mathewson,3,8,1,2,0,0,0,0,1,1,.250,.333,.250,.583,0,,2,44,127,13,30,2,16,2,.236,.630
Dan McGann,5,17,1,4,2,0,0,4,2,7,.235,.316,.353,.669,0,,1,136,491,88,147,5,75,22,.299,.825
Joe McGinnity,2,5,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,,0,46,120,11,28,0,11,4,.233,.576
Sam Mertes,5,17,2,3,1,0,0,2,2,5,.176,.263,.235,.498,0,,0,150,551,81,154,5,108,52,.279,.769
Sammy Strang,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,,,111,294,51,76,3,29,23,.259,.736
Totals,47,153,15,33,7,0,0,13,15,26,.216,.294,.261,.556,10,,,155,5094,780,1392,39,,291,.273,.719
