
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
George Burns,5,19,2,3,2,0,0,2,1,5,.158,.200,.263,.463,1,,1,150,605,81,173,2,54,40,.286,.723
Claude Cooper,2,0,0,0,0,0,0,0,0,0,,,,,1,,,27,30,11,9,0,4,3,.300,.816
Doc Crandall,4,4,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,,0,*48,49,7,15,0,4,0,.306,.775
Al Demaree,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,,0,31,66,5,7,0,1,0,.106,.281
Larry Doyle,5,20,1,3,0,0,0,2,0,1,.150,.190,.150,.340,0,,3,132,482,67,135,5,73,38,.280,.752
Art Fletcher,5,18,1,5,0,0,0,3,1,1,.278,.350,.278,.628,1,,1,136,538,76,160,4,71,32,.297,.735
Eddie Grant,2,1,1,0,0,0,0,0,0,0,.000,.000,.000,.000,0,,,*54,114,20,24,0,10,8,.211,.519
Buck Herzog,5,19,1,1,0,0,0,0,0,1,.053,.053,.053,.105,0,,0,96,290,46,83,3,31,23,.286,.739
Rube Marquard,2,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,,0,42,105,5,23,0,6,1,.219,.490
Christy Mathewson,2,5,1,3,0,0,0,1,1,0,.600,.667,.600,1.267,0,,0,40,103,7,19,0,9,1,.184,.428
Moose McCormick,2,2,1,1,0,0,0,0,0,0,.500,.500,.500,1.000,0,,,57,80,9,22,0,15,0,.275,.693
Larry McLean,5,12,0,6,0,0,0,2,0,0,.500,.500,.500,1.000,0,,0,*78,227,10,65,0,21,1,.286,.660
Fred Merkle,4,13,3,3,0,0,1,3,1,2,.231,.286,.462,.747,0,,2,153,563,78,147,3,69,35,.261,.688
Chief Meyers,1,4,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,,0,120,378,37,118,3,47,7,.312,.797
Red Murray,5,16,2,4,0,0,0,1,2,2,.250,.368,.250,.618,2,,0,147,520,70,139,2,59,35,.267,.650
Tillie Shafer,5,19,2,3,1,1,0,1,2,3,.158,.238,.316,.554,0,,0,138,508,74,146,5,52,32,.287,.767
Fred Snodgrass,2,3,0,1,0,0,0,0,0,0,.333,.333,.333,.667,0,,0,141,457,65,133,3,49,27,.291,.756
Jeff Tesreau,2,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,,0,41,95,7,21,0,7,1,.221,.521
Art Wilson,3,3,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,,0,54,79,5,15,0,8,1,.190,.504
Hooks Wiltse,2,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,,0,20,24,2,5,0,2,1,.208,.458
Totals,64,164,15,33,3,1,1,15,8,19,.201,.251,.250,.501,5,,,156,5218,684,1427,31,,296,.273,.699
