
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Gene Baker,3,3,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,,33,37,5,9,0,4,0,.243,.518
Smoky Burgess,5,18,2,6,1,0,0,0,2,1,.333,.400,.389,.789,0,0,0,110,337,33,99,7,39,0,.294,.769
Tom Cheney,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,11,17,2,3,0,2,0,.176,.458
Joe Christopher,3,0,2,0,0,0,0,0,0,0,,1.000,,,0,0,,50,56,21,13,1,3,1,.232,.617
Gino Cimoli,7,20,4,5,0,0,0,1,2,4,.250,.318,.250,.568,0,0,0,101,307,36,82,0,28,1,.267,.675
Roberto Clemente,7,29,1,9,0,0,0,3,0,4,.310,.310,.310,.621,0,0,0,144,570,89,179,16,94,4,.314,.815
Roy Face,4,3,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,68,17,3,7,0,0,0,.412,.882
Bob Friend,3,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,38,88,5,6,0,3,0,.068,.207
Joe Gibbon,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,27,19,2,4,0,0,0,.211,.496
Fred Green,3,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,45,8,3,3,2,2,0,.375,1.569
Dick Groat,7,28,3,6,2,0,0,2,0,1,.214,.214,.286,.500,0,0,2,138,573,85,186,2,50,0,.325,.766
Harvey Haddix,2,3,0,1,0,0,0,0,0,1,.333,.333,.333,.667,0,0,0,29,67,7,17,0,7,0,.254,.595
Don Hoak,7,23,3,5,2,0,0,3,4,1,.217,.333,.304,.638,0,1,1,155,553,97,156,16,79,3,.282,.810
Clem Labine,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,*42,8,1,1,0,1,0,.125,.375
Vern Law,3,6,1,2,1,0,0,1,0,1,.333,.429,.500,.929,0,0,0,35,94,10,17,1,7,0,.181,.504
Bill Mazeroski,7,25,4,8,2,0,2,5,0,3,.320,.320,.640,.960,0,0,0,151,538,58,147,11,64,4,.273,.712
Vinegar Bend Mizell,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,*32,69,3,9,0,5,0,.130,.334
Rocky Nelson,4,9,2,3,0,0,1,2,1,1,.333,.400,.667,1.067,0,0,0,93,200,34,60,7,35,1,.300,.852
Bob Oldis,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,22,20,1,4,0,1,0,.200,.488
Dick Schofield,3,3,0,1,0,0,0,0,1,0,.333,.500,.333,.833,0,0,0,65,102,9,34,0,10,0,.333,.821
Bob Skinner,2,5,2,1,0,0,0,1,1,0,.200,.429,.200,.629,1,0,0,145,571,83,156,15,86,11,.273,.771
Hal Smith,3,8,1,3,0,0,1,3,0,0,.375,.375,.750,1.125,0,0,0,77,258,37,76,11,45,1,.295,.859
Dick Stuart,5,20,0,3,0,0,0,0,0,3,.150,.150,.150,.300,0,0,0,122,438,48,114,23,83,0,.260,.797
Bill Virdon,7,29,2,7,3,0,0,5,1,3,.241,.267,.345,.611,1,0,1,120,409,60,108,8,40,8,.264,.732
Red Witt,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,10,9,0,0,0,0,0,.000,.000
Totals,100,234,27,60,11,0,4,26,12,26,.256,.301,.355,.656,2,1,,155,5406,734,1493,120,,34,.276,.743
