
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Sparky Adams,2,4,0,1,0,0,0,0,0,1,.250,.250,.250,.500,0,0,0,143,608,97,178,1,40,16,.293,.730
Ray Blades,2,2,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,,35,67,10,19,1,5,1,.284,.780
Jim Bottomley,7,25,2,4,1,0,0,2,2,5,.160,.222,.200,.422,0,0,1,108,382,73,133,9,75,3,.348,.937
Ripper Collins,2,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,,89,279,34,84,4,59,1,.301,.837
Paul Derringer,3,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,35,72,2,7,0,1,0,.097,.207
Jake Flowers,5,11,1,1,1,0,0,0,1,0,.091,.167,.182,.348,0,0,1,*67,168,22,41,2,20,8,.244,.667
Frankie Frisch,7,27,2,7,2,0,0,1,1,2,.259,.286,.333,.619,1,0,0,131,518,96,161,4,82,28,.311,.764
Charlie Gelbert,7,23,0,6,1,0,0,3,0,4,.261,.261,.304,.565,0,0,0,131,447,61,129,1,62,7,.289,.748
Burleigh Grimes,2,7,0,2,0,0,0,2,0,2,.286,.286,.286,.571,0,0,0,29,76,4,14,0,8,0,.184,.379
Chick Hafey,6,24,1,4,0,0,0,0,0,5,.167,.167,.167,.333,1,0,1,122,450,94,157,16,95,11,.349,.973
Bill Hallahan,3,6,0,0,0,0,0,0,0,3,.000,.000,.000,.000,0,0,0,37,81,5,8,0,5,0,.099,.294
Andy High,4,15,3,4,0,0,0,0,0,2,.267,.267,.267,.533,0,0,0,63,131,20,35,0,19,0,.267,.717
Syl Johnson,3,2,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,32,60,4,14,0,7,0,.233,.570
Jim Lindsey,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,35,9,1,1,0,0,0,.111,.311
Gus Mancuso,2,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,67,187,13,49,1,23,2,.262,.701
Pepper Martin,7,24,5,12,4,0,1,5,2,3,.500,.538,.792,1.330,5,1,0,123,413,68,124,7,75,16,.300,.818
Ernie Orsatti,1,3,0,0,0,0,0,0,0,3,.000,.000,.000,.000,0,0,0,70,158,27,46,0,19,1,.291,.817
Flint Rhem,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,33,69,4,9,0,6,0,.130,.275
Wally Roettger,3,14,1,4,1,0,0,0,0,3,.286,.286,.357,.643,0,0,0,*89,336,41,108,1,37,1,.321,.794
George Watkins,5,14,4,4,1,0,1,2,2,1,.286,.375,.571,.946,1,0,0,131,503,93,145,13,51,15,.288,.813
Jimmie Wilson,7,23,0,5,0,0,0,2,1,1,.217,.250,.217,.467,0,1,1,115,383,45,105,0,51,5,.274,.669
Totals,81,229,19,54,11,0,2,17,9,41,.236,.265,.310,.575,8,2,,154,5435,815,1554,60,,114,.286,.753
