
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Donie Bush,7,22,5,7,1,0,0,3,5,3,.318,.483,.364,.846,1,,5,157,532,114,145,0,33,53,.273,.694
Ty Cobb,7,26,3,6,3,0,0,5,2,2,.231,.310,.346,.656,2,,1,156,573,116,216,9,107,76,.377,.947
Sam Crawford,7,28,4,7,3,0,1,4,1,1,.250,.276,.464,.740,1,,2,156,589,83,185,6,97,30,.314,.817
Jim Delahanty,7,26,2,9,5,0,0,4,2,5,.346,.414,.538,.952,0,,2,*136,452,47,105,1,41,13,.232,.632
Bill Donovan,2,4,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,,1,22,45,6,9,0,1,0,.200,.450
Davy Jones,7,30,6,7,0,0,1,1,2,1,.233,.281,.333,.615,1,,1,69,204,44,57,0,10,12,.279,.678
Tom Jones,7,24,3,6,1,0,0,2,2,0,.250,.308,.292,.599,1,,1,*141,490,43,127,0,47,22,.259,.613
Matty McIntyre,4,3,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,,0,125,476,65,116,1,34,13,.244,.650
George Moriarty,7,22,4,6,1,0,0,1,3,1,.273,.360,.318,.678,0,,0,133,473,43,129,1,39,34,.273,.648
George Mullin,6,16,1,3,1,0,0,0,1,3,.188,.235,.250,.485,0,,0,53,126,13,27,0,17,2,.214,.558
Charley O'Leary,1,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,,0,76,261,29,53,0,13,9,.203,.465
Boss Schmidt,6,18,0,4,3,0,0,4,2,0,.222,.300,.389,.689,0,,3,84,253,21,53,1,28,7,.209,.508
Oscar Stanage,2,5,0,1,0,0,0,2,0,2,.200,.200,.200,.400,0,,0,77,252,17,66,0,21,2,.262,.639
Ed Summers,2,3,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,,0,35,94,4,10,0,3,0,.106,.260
Ed Willett,2,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,,1,42,112,10,22,0,10,0,.196,.519
Ralph Works,1,0,0,0,0,0,0,0,0,0,,,,,0,,0,16,17,2,1,0,0,0,.059,.118
Totals,75,232,28,56,18,0,2,26,20,22,.241,.313,.345,.657,6,,,158,5095,666,1360,19,,280,.267,.667
