
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Tex Carleton,1,1,0,0,0,0,0,0,1,1,.000,.500,.000,.500,0,0,0,31,62,4,8,0,2,0,.129,.285
Phil Cavarretta,6,24,1,3,0,0,0,0,0,5,.125,.125,.125,.250,0,1,1,146,589,85,162,8,82,4,.275,.726
Frank Demaree,6,24,2,6,1,0,2,2,1,4,.250,.280,.542,.822,0,0,0,107,385,60,125,2,66,6,.325,.779
Larry French,2,4,1,1,0,0,0,0,0,2,.250,.250,.250,.500,0,0,0,42,85,4,12,0,5,0,.141,.314
Augie Galan,6,25,2,4,1,0,0,2,2,2,.160,.222,.200,.422,0,0,1,154,646,133,203,12,79,22,.314,.866
Stan Hack,6,22,2,5,1,1,0,0,2,2,.227,.292,.364,.655,1,0,0,124,427,75,133,4,64,14,.311,.842
Gabby Hartnett,6,24,1,7,0,0,1,2,0,3,.292,.292,.417,.708,0,0,0,116,413,67,142,13,91,1,.344,.949
Roy Henshaw,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,31,51,5,13,0,2,0,.255,.544
Billy Herman,6,24,3,8,2,1,1,6,0,2,.333,.333,.625,.958,0,0,1,154,666,113,227,7,83,6,.341,.859
Billy Jurges,6,16,3,4,0,0,0,1,4,4,.250,.429,.250,.679,0,0,1,146,519,69,125,1,59,3,.241,.618
Chuck Klein,5,12,2,4,0,0,1,2,0,2,.333,.333,.583,.917,0,0,0,119,434,71,127,21,73,4,.293,.844
Fabian Kowalik,1,2,1,1,0,0,0,0,0,0,.500,.500,.500,1.000,0,0,1,20,15,1,3,0,1,0,.200,.400
Bill Lee,2,1,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,0,39,102,8,24,0,11,0,.235,.515
Freddie Lindstrom,4,15,0,3,1,0,0,0,1,1,.200,.250,.267,.517,0,1,1,90,342,49,94,3,62,1,.275,.686
Ken O'Dea,1,1,0,1,0,0,0,1,0,0,1.000,1.000,1.000,2.000,0,0,,76,202,30,52,6,38,0,.257,.776
Charlie Root,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,38,69,8,14,1,7,0,.203,.540
Walter Stephenson,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,,16,26,2,10,0,2,0,.385,.907
Lon Warneke,3,5,0,1,0,0,0,0,0,0,.200,.200,.200,.400,0,0,0,44,91,9,20,0,15,0,.220,.483
Totals,65,202,18,48,6,2,5,17,11,29,.238,.280,.361,.642,1,2,,154,5486,847,1581,88,,66,.288,.761
