
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Hank Bauer,7,31,3,8,2,1,2,6,1,6,.258,.281,.581,.862,0,0,0,137,479,70,124,18,65,7,.259,.776
Yogi Berra,7,25,5,8,1,0,1,2,4,0,.320,.414,.480,.894,0,0,1,134,482,74,121,24,82,1,.251,.767
Tommy Byrne,2,2,0,1,0,0,0,0,0,1,.500,.500,.500,1.000,0,0,0,35,37,5,7,3,8,0,.189,.736
Andy Carey,2,7,0,2,1,0,0,1,1,0,.286,.375,.429,.804,0,0,0,85,247,30,63,6,33,2,.255,.701
Jerry Coleman,7,22,2,8,2,0,0,2,3,1,.364,.440,.455,.895,0,0,0,72,157,23,42,2,12,1,.268,.730
Joe Collins,6,5,0,0,0,0,0,0,0,3,.000,.000,.000,.000,0,0,0,79,149,17,30,2,10,2,.201,.559
Art Ditmar,2,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,46,35,3,7,0,2,0,.200,.400
Whitey Ford,2,5,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,24,42,4,6,0,2,0,.143,.343
Bob Grim,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,46,9,1,1,1,3,0,.111,.644
Elston Howard,6,11,2,3,0,0,1,3,1,3,.273,.333,.545,.879,0,0,1,110,356,33,90,8,44,2,.253,.663
Tony Kubek,7,28,4,8,0,0,2,4,0,4,.286,.286,.500,.786,0,0,2,127,431,56,128,3,39,6,.297,.716
Johnny Kucks,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,37,55,4,6,0,2,0,.109,.292
Don Larsen,2,2,1,0,0,0,0,0,2,1,.000,.500,.000,.500,0,0,0,31,56,6,14,0,5,0,.250,.657
Jerry Lumpe,6,14,0,4,0,0,0,2,1,1,.286,.333,.286,.619,0,1,0,40,103,15,35,0,11,2,.340,.826
Mickey Mantle,6,19,3,5,0,0,1,2,3,1,.263,.364,.421,.785,0,2,1,144,474,121,173,34,94,16,.365,1.177
Gil McDougald,7,24,3,6,0,0,0,2,3,3,.250,.321,.250,.571,1,0,1,141,539,87,156,13,62,2,.289,.804
Bobby Richardson,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,97,305,36,78,0,19,1,.256,.573
Bobby Shantz,3,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,33,56,6,10,0,6,0,.179,.513
Harry Simpson,5,12,0,1,0,0,0,1,0,4,.083,.083,.083,.167,0,0,0,*125,403,51,109,13,63,1,.270,.773
Bill Skowron,2,4,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,122,457,54,139,17,88,3,.304,.818
Enos Slaughter,5,12,2,3,1,0,0,0,3,2,.250,.400,.333,.733,0,1,0,96,209,24,53,5,34,0,.254,.737
Tom Sturdivant,2,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,28,71,4,13,0,0,0,.183,.430
Bob Turley,3,4,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,32,57,4,5,0,0,0,.088,.300
Totals,94,230,25,57,7,1,7,25,22,34,.248,.312,.378,.691,1,4,,154,5271,723,1412,145,,49,.268,.747
