
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Jeremy Affeldt,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,67,1,0,0,0,0,0,.000,.000
Joaquin Arias,4,0,0,0,0,0,0,0,0,0,,,,,0,0,0,112,319,30,86,5,34,5,.270,.693
Brandon Belt,4,13,1,1,0,1,0,1,3,7,.077,.250,.231,.481,0,1,0,145,411,47,113,7,56,12,.275,.781
Gregor Blanco,4,15,1,4,0,1,0,1,0,6,.267,.267,.400,.667,0,0,0,141,393,56,96,5,34,26,.244,.676
Madison Bumgarner,1,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,32,68,4,11,2,6,0,.162,.439
Matt Cain,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,35,74,6,13,1,6,0,.176,.441
Santiago Casilla,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,73,3,0,1,0,1,0,.333,.667
Brandon Crawford,4,12,0,3,0,0,0,1,1,1,.250,.308,.250,.558,1,0,1,143,435,44,108,4,45,1,.248,.653
Aubrey Huff,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,,52,78,7,15,1,7,0,.192,.608
George Kontos,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,44,1,0,0,0,0,0,.000,.000
Tim Lincecum,2,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,33,45,2,4,0,3,0,.089,.285
Jose Mijares,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,*78,1,0,0,0,0,0,.000,.000
Angel Pagan,4,16,3,2,2,0,0,0,1,4,.125,.176,.250,.426,1,0,0,154,605,95,174,8,56,29,.288,.778
Hunter Pence,4,14,3,4,1,0,0,1,1,6,.286,.313,.357,.670,1,0,0,*160,617,87,156,24,104,5,.253,.743
Buster Posey,4,15,1,4,0,0,1,3,1,5,.267,.313,.467,.779,0,0,0,148,530,78,178,24,103,1,.336,.957
Sergio Romo,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,69,0,0,0,0,0,0,,
Hector Sanchez,1,4,0,0,0,0,0,0,0,3,.000,.000,.000,.000,0,0,,74,218,22,61,3,34,0,.280,.685
Pablo Sandoval,4,16,3,8,1,0,3,4,1,2,.500,.529,1.125,1.654,0,0,0,108,396,59,112,12,63,1,.283,.789
Marco Scutaro,4,16,3,4,0,0,0,3,1,2,.250,.294,.250,.544,0,0,0,*156,620,87,190,7,74,9,.306,.753
Ryan Theriot,2,5,1,1,0,0,0,0,0,2,.200,.200,.200,.400,0,0,,104,352,45,95,0,28,13,.270,.637
Ryan Vogelsong,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,31,54,5,5,0,0,0,.093,.266
Barry Zito,1,2,0,1,0,0,0,1,0,1,.500,.500,.500,1.000,0,0,0,32,53,3,4,0,2,0,.075,.245
Totals,55,132,16,32,4,2,4,15,9,41,.242,.289,.394,.683,3,1,,162,5558,718,1495,103,,118,.269,.724
