
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Al Brazle,1,3,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,13,32,4,9,0,4,0,.281,.656
Harry Brecheen,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,29,42,4,8,0,3,0,.190,.483
Mort Cooper,2,5,0,0,0,0,0,0,0,3,.000,.000,.000,.000,0,0,0,37,100,7,17,1,11,0,.170,.416
Walker Cooper,5,17,1,5,0,0,0,0,0,1,.294,.294,.294,.588,0,1,2,122,449,52,143,9,81,1,.318,.812
Frank Demaree,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,,39,86,5,25,0,9,1,.291,.665
Murry Dickson,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,31,34,1,9,0,6,0,.265,.588
Debs Garms,2,5,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,90,249,26,64,0,22,1,.257,.612
Johnny Hopp,1,4,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,91,241,33,54,2,25,8,.224,.604
Lou Klein,5,22,0,3,0,0,0,0,1,2,.136,.174,.136,.310,0,0,2,154,627,91,180,7,62,9,.287,.752
Howie Krist,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,34,60,7,10,0,2,0,.167,.364
Whitey Kurowski,5,18,2,4,1,0,0,1,0,3,.222,.222,.278,.500,0,0,2,139,522,69,150,13,70,3,.287,.768
Max Lanier,3,4,0,1,0,0,0,1,0,0,.250,.250,.250,.500,0,0,1,32,73,8,12,0,5,0,.164,.340
Danny Litwhiler,5,15,0,4,1,0,0,2,2,4,.267,.353,.333,.686,0,0,0,*116,397,63,108,12,48,2,.272,.755
Marty Marion,5,14,1,5,2,0,1,2,3,1,.357,.471,.714,1.185,1,0,1,129,418,38,117,1,52,1,.280,.671
Stan Musial,5,18,2,5,0,0,0,0,2,2,.278,.350,.278,.628,0,0,0,157,617,108,220,13,81,9,.357,.988
Sam Narron,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,,10,11,0,1,0,0,0,.091,.258
Ken O'Dea,2,3,0,2,0,0,0,0,0,0,.667,.667,.667,1.333,0,0,0,71,203,15,57,3,25,0,.281,.744
Ray Sanders,5,17,3,5,0,0,1,2,3,4,.294,.400,.471,.871,0,0,0,144,478,69,134,11,73,1,.280,.796
Harry Walker,5,18,0,3,1,0,0,0,0,2,.167,.167,.222,.389,0,0,2,148,564,76,166,2,53,5,.294,.717
Ernie White,1,0,0,0,0,0,0,0,0,0,,,,,0,0,,21,28,5,6,0,0,0,.214,.456
Totals,59,165,9,37,5,0,2,8,11,26,.224,.273,.291,.564,1,1,,157,5438,679,1515,70,,40,.279,.725
