
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Harry Baldwin,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,11,11,4,4,0,0,0,.364,.727
Virgil Barnes,2,4,0,0,0,0,0,0,1,2,.000,.200,.000,.200,0,0,0,35,77,8,14,0,4,0,.182,.423
Jack Bentley,5,7,1,2,0,0,1,2,1,1,.286,.375,.714,1.089,0,0,0,46,98,12,26,0,6,0,.265,.624
Wayland Dean,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,26,40,5,8,2,4,0,.200,.570
Frankie Frisch,7,30,1,10,4,1,0,0,4,1,.333,.429,.533,.962,1,0,0,145,603,121,198,7,69,22,.328,.855
Hank Gowdy,7,27,4,7,0,0,0,1,2,2,.259,.310,.259,.570,0,0,1,87,191,25,62,4,37,1,.325,.856
Heinie Groh,1,1,0,1,0,0,0,0,0,0,1.000,1.000,1.000,2.000,0,0,,145,559,82,157,2,46,8,.281,.713
Travis Jackson,7,27,3,2,0,0,0,1,1,4,.074,.107,.074,.181,1,0,3,151,596,81,180,11,76,6,.302,.754
Claude Jonnard,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,34,22,0,1,0,2,0,.045,.132
High Pockets Kelly,7,31,7,9,1,0,1,4,1,8,.290,.313,.419,.732,0,0,1,144,571,91,185,21,136,7,.324,.902
Freddie Lindstrom,7,30,1,10,2,0,0,4,3,6,.333,.394,.400,.794,0,2,0,52,79,19,20,0,4,3,.253,.630
Hugh McQuillan,3,1,0,1,0,0,0,1,1,0,1.000,1.000,1.000,2.000,0,0,0,35,67,9,14,0,2,0,.209,.474
Irish Meusel,4,13,0,2,0,0,0,1,2,0,.154,.267,.154,.421,0,0,1,139,549,75,170,6,102,11,.310,.774
Art Nehf,3,7,1,3,0,0,0,0,0,0,.429,.429,.429,.857,0,0,0,33,57,11,13,5,13,1,.228,.810
Rosy Ryan,2,2,1,1,0,0,1,2,0,0,.500,.500,2.000,2.500,0,0,0,37,36,3,5,0,3,0,.139,.372
Frank Snyder,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,,118,354,37,107,5,53,3,.302,.769
Billy Southworth,5,1,1,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,94,281,40,72,3,36,1,.256,.667
Bill Terry,5,14,3,6,0,1,1,1,3,1,.429,.529,.786,1.315,0,0,0,77,163,26,39,5,24,1,.239,.710
Mule Watson,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,22,35,4,9,2,11,0,.257,.840
Hack Wilson,7,30,1,7,1,0,0,3,1,9,.233,.258,.267,.525,0,0,0,107,383,62,113,10,57,4,.295,.855
Ross Youngs,7,27,3,5,1,0,0,1,5,6,.185,.333,.222,.556,1,1,0,133,526,112,187,10,74,11,.356,.962
Totals,84,253,27,66,9,2,4,21,25,40,.261,.332,.360,.692,3,3,,154,5445,857,1634,95,,82,.300,.790
