
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Gus Bell,3,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,,103,235,27,60,3,33,1,.255,.642
Don Blasingame,3,7,1,1,0,0,0,0,0,3,.143,.143,.143,.286,0,0,0,*126,451,60,100,1,21,4,.222,.574
Jim Brosnan,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,53,13,1,2,0,1,0,.154,.368
Leo Cardenas,3,3,0,1,1,0,0,0,0,1,.333,.333,.667,1.000,0,0,,74,198,23,61,5,24,1,.308,.838
Elio Chacon,4,12,2,3,0,0,0,0,1,2,.250,.308,.250,.558,0,0,0,61,132,26,35,2,5,1,.265,.745
Gordy Coleman,5,20,2,5,0,0,1,2,0,1,.250,.250,.400,.650,0,0,1,150,520,63,149,26,87,1,.287,.845
Johnny Edwards,3,11,1,4,2,0,0,2,0,0,.364,.364,.545,.909,0,0,0,52,145,14,27,2,14,1,.186,.541
Gene Freese,5,16,0,1,1,0,0,0,3,4,.063,.211,.125,.336,0,0,0,152,575,78,159,26,87,8,.277,.774
Dick Gernert,4,4,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,,*46,68,5,20,1,8,0,.294,.712
Bill Henry,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,48,5,0,0,0,0,0,.000,.000
Ken Hunt,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,29,39,0,7,0,3,0,.179,.450
Joey Jay,2,4,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,34,89,3,8,0,5,0,.090,.233
Darrell Johnson,2,4,0,2,0,0,0,0,0,0,.500,.500,.500,1.000,0,0,0,*41,115,7,31,1,9,0,.270,.619
Ken Johnson,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,*21,26,1,6,0,5,0,.231,.500
Sherman Jones,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,24,11,0,2,0,0,0,.182,.432
Eddie Kasko,5,22,1,7,0,0,0,1,0,2,.318,.318,.318,.636,0,0,1,126,469,64,127,2,27,4,.271,.655
Jerry Lynch,4,3,0,0,0,0,0,0,1,1,.000,.250,.000,.250,0,0,,96,181,33,57,13,50,2,.315,1.031
Jim Maloney,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,30,29,6,11,1,4,0,.379,.920
Jim O'Toole,2,3,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,39,93,7,16,0,6,0,.172,.389
Vada Pinson,5,22,0,2,1,0,0,0,0,1,.091,.091,.136,.227,0,0,1,154,607,101,208,16,87,23,.343,.883
Wally Post,5,18,3,6,1,0,1,2,0,1,.333,.368,.556,.924,0,0,0,99,282,44,83,20,57,0,.294,.932
Bob Purkey,2,3,0,0,0,0,0,0,0,3,.000,.000,.000,.000,0,0,1,36,80,6,8,1,4,0,.100,.295
Frank Robinson,5,15,3,3,2,0,1,4,3,4,.200,.400,.533,.933,0,0,0,153,545,117,176,37,124,22,.323,1.015
Jerry Zimmerman,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,76,204,8,42,0,10,1,.206,.483
Totals,73,170,13,35,8,0,3,11,8,27,.206,.254,.306,.560,0,0,,154,5243,710,1414,158,,70,.270,.745
