
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Doug Bair,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,47,0,0,0,0,0,0,,
Dave Bergman,5,5,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,120,271,42,74,7,44,3,.273,.768
Tom Brookens,3,3,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,113,224,32,55,5,26,6,.246,.703
Marty Castillo,3,9,2,3,0,0,1,2,2,1,.333,.455,.667,1.121,0,0,0,70,141,16,33,4,17,1,.234,.668
Darrell Evans,5,15,1,1,0,0,0,1,4,4,.067,.263,.067,.330,0,0,0,131,401,60,93,16,63,2,.232,.737
Barbaro Garbey,4,12,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,,110,327,45,94,5,52,6,.287,.716
Kirk Gibson,5,18,4,6,0,0,2,7,4,4,.333,.478,.667,1.145,3,1,1,149,531,92,150,27,91,29,.282,.879
Johnny Grubb,4,3,0,1,0,0,0,0,0,0,.333,.500,.333,.833,0,0,,86,176,25,47,8,17,1,.267,.827
Willie Hernandez,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,80,0,0,0,0,0,0,,
Larry Herndon,5,15,1,5,0,0,1,3,3,2,.333,.444,.533,.978,0,1,1,125,407,52,114,7,43,6,.280,.734
Howard Johnson,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,,116,355,43,88,12,50,10,.248,.718
Ruppert Jones,2,3,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,79,215,26,61,12,37,2,.284,.862
Rusty Kuntz,2,1,0,0,0,0,0,1,0,1,.000,.000,.000,.000,0,0,,84,140,32,40,2,22,2,.286,.807
Chet Lemon,5,17,1,5,0,0,0,1,2,2,.294,.368,.294,.663,2,1,0,141,509,77,146,20,76,5,.287,.852
Aurelio Lopez,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,71,0,0,0,0,0,0,,
Jack Morris,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,35,0,0,0,0,0,0,,
Lance Parrish,5,18,3,5,1,0,1,2,3,2,.278,.364,.500,.864,1,0,1,147,578,75,137,33,98,2,.237,.730
Dan Petry,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,35,0,0,0,0,0,0,,
Bill Scherrer,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,*54,3,0,0,0,0,0,.000,.000
Alan Trammell,5,20,5,9,1,0,2,6,2,2,.450,.500,.800,1.300,1,1,1,139,555,85,174,14,69,19,.314,.851
Lou Whitaker,5,18,6,5,2,0,0,0,4,4,.278,.409,.389,.798,0,0,0,143,558,90,161,13,56,6,.289,.764
Milt Wilcox,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,33,0,0,0,0,0,0,,
Totals,73,158,23,40,4,0,7,23,24,27,.253,.355,.411,.766,7,4,,162,5644,829,1529,187,,106,.271,.774
