
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Hank Bauer,3,6,0,1,0,0,0,0,0,0,.167,.167,.167,.333,0,0,0,103,301,56,82,10,45,2,.272,.786
Yogi Berra,4,16,2,1,0,0,0,1,1,3,.063,.118,.063,.180,0,0,0,116,415,59,115,20,91,2,.277,.802
Bobby Brown,4,12,4,6,1,2,0,5,2,2,.500,.571,.917,1.488,0,0,0,104,343,61,97,6,61,4,.283,.759
Tommy Byrne,1,1,0,1,0,0,0,0,0,0,1.000,1.000,1.000,2.000,0,0,0,35,83,8,16,0,13,0,.193,.501
Jerry Coleman,5,20,0,5,3,0,0,4,0,4,.250,.250,.400,.650,0,0,1,128,447,54,123,2,42,8,.275,.725
Joe DiMaggio,5,18,2,2,0,0,1,2,3,5,.111,.238,.278,.516,0,0,0,76,272,58,94,14,67,0,.346,1.055
Tommy Henrich,5,19,4,5,0,0,1,1,3,0,.263,.364,.421,.785,0,0,0,115,411,90,118,24,85,2,.287,.942
Billy Johnson,2,7,0,1,0,0,0,0,0,2,.143,.143,.143,.286,1,0,0,113,329,48,82,8,56,1,.249,.722
Johnny Lindell,2,7,0,1,0,0,0,0,0,2,.143,.143,.143,.286,0,0,1,78,211,33,51,6,27,3,.242,.724
Eddie Lopat,1,3,0,1,1,0,0,1,0,0,.333,.333,.667,1.000,0,0,0,31,76,9,20,1,4,0,.263,.733
Cliff Mapes,4,10,3,1,1,0,0,2,2,4,.100,.250,.200,.450,0,0,1,111,304,56,75,7,38,6,.247,.747
Johnny Mize,2,2,0,2,0,0,0,2,0,0,1.000,1.000,1.000,2.000,0,0,,*119,411,63,108,19,64,1,.263,.794
Gus Niarhos,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,32,43,7,12,0,6,0,.279,.828
Joe Page,3,4,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,60,40,2,7,0,5,0,.175,.370
Vic Raschi,2,5,0,1,0,0,0,1,1,1,.200,.333,.200,.533,0,0,0,38,83,7,13,0,6,0,.157,.464
Allie Reynolds,2,4,0,2,1,0,0,0,0,1,.500,.500,.750,1.250,0,0,0,37,78,8,17,0,10,0,.218,.637
Phil Rizzuto,5,18,2,3,0,0,0,1,3,1,.167,.286,.167,.452,1,0,0,153,614,110,169,5,65,18,.275,.711
Charlie Silvera,1,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,58,130,8,41,0,13,2,.315,.733
Snuffy Stirnweiss,1,0,0,0,0,0,0,0,0,0,,,,,0,0,,70,157,29,41,0,11,3,.261,.717
Gene Woodling,3,10,4,4,3,0,0,0,3,0,.400,.538,.700,1.238,0,0,0,112,296,60,80,5,44,2,.270,.793
Totals,56,164,21,37,10,2,2,20,18,27,.226,.302,.348,.650,2,0,,155,5196,829,1396,115,,58,.269,.762
