
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Luis Aparicio,4,16,0,4,1,0,0,2,0,0,.250,.250,.313,.563,0,1,0,151,659,97,182,6,41,25,.276,.676
Paul Blair,4,6,2,1,0,0,1,1,1,0,.167,.286,.667,.952,0,0,0,133,303,35,84,6,33,5,.277,.725
Curt Blefary,4,13,0,1,0,0,0,0,2,3,.077,.200,.077,.277,0,0,0,131,419,73,107,23,64,1,.255,.839
Wally Bunker,1,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,30,48,4,5,0,2,0,.104,.340
Moe Drabowsky,1,2,0,0,0,0,0,0,1,1,.000,.333,.000,.333,0,0,0,44,22,3,8,0,4,0,.364,.871
Andy Etchebarren,4,12,2,1,0,0,0,0,2,4,.083,.214,.083,.298,0,0,0,121,412,49,91,11,50,0,.221,.657
Davey Johnson,4,14,1,4,1,0,0,1,0,1,.286,.286,.357,.643,0,0,0,131,501,47,129,7,56,3,.257,.649
Dave McNally,2,3,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,34,77,6,15,0,3,0,.195,.475
Jim Palmer,1,4,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,36,73,11,7,1,5,0,.096,.282
Boog Powell,4,14,1,5,1,0,0,1,0,1,.357,.357,.429,.786,0,0,0,140,491,78,141,34,109,0,.287,.903
Brooks Robinson,4,14,2,3,0,0,1,1,1,0,.214,.267,.429,.695,0,0,0,157,620,91,167,23,100,2,.269,.776
Frank Robinson,4,14,4,4,0,1,2,3,2,3,.286,.375,.857,1.232,0,0,0,155,576,122,182,49,122,8,.316,1.047
Russ Snyder,3,6,1,1,0,0,0,1,2,0,.167,.375,.167,.542,0,0,0,117,373,66,114,3,41,2,.306,.781
Totals,40,120,13,24,3,1,4,10,11,17,.200,.267,.342,.609,0,1,,160,5529,755,1426,175,,55,.258,.733
