
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Johnny Beazley,2,7,0,1,0,0,0,0,0,5,.143,.143,.143,.286,0,0,1,43,73,6,10,0,9,0,.137,.390
Jimmy Brown,5,20,2,6,0,0,0,1,3,0,.300,.391,.300,.691,0,0,3,145,606,75,155,1,71,4,.256,.635
Mort Cooper,2,5,1,1,0,0,0,2,0,1,.200,.200,.200,.400,0,0,0,37,103,6,19,0,7,0,.184,.402
Walker Cooper,5,21,3,6,1,0,0,4,0,1,.286,.286,.333,.619,0,0,1,125,438,58,123,7,65,4,.281,.761
Creepy Crespi,1,0,1,0,0,0,0,0,0,0,,,,,0,0,,93,292,33,71,0,35,4,.243,.580
Harry Gumbert,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,38,54,2,6,0,3,0,.111,.275
Johnny Hopp,5,17,3,3,0,0,0,0,1,1,.176,.222,.176,.399,0,0,1,95,314,41,81,3,37,14,.258,.716
Whitey Kurowski,5,15,3,4,0,1,1,5,2,3,.267,.353,.600,.953,0,0,1,115,366,51,93,9,42,7,.254,.717
Max Lanier,2,1,0,1,0,0,0,1,0,0,1.000,1.000,1.000,2.000,0,0,2,34,47,6,12,0,4,0,.255,.582
Marty Marion,5,18,2,2,0,1,0,3,1,2,.111,.158,.222,.380,0,0,0,147,485,66,134,0,54,8,.276,.718
Terry Moore,5,17,2,5,1,0,0,2,2,3,.294,.368,.353,.721,0,0,0,130,489,80,141,6,49,10,.288,.754
Stan Musial,5,18,2,4,1,0,0,2,4,0,.222,.364,.278,.641,0,1,0,140,467,87,147,10,72,6,.315,.888
Ken O'Dea,1,1,0,1,0,0,0,1,0,0,1.000,1.000,1.000,2.000,0,0,,58,192,22,45,5,32,0,.234,.656
Howie Pollet,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,27,31,2,7,0,7,0,.226,.659
Ray Sanders,2,1,1,0,0,0,0,0,1,0,.000,.500,.000,.500,0,0,,95,282,37,71,5,39,2,.252,.730
Enos Slaughter,5,19,3,5,1,0,1,2,3,2,.263,.364,.474,.837,0,0,1,152,591,100,188,13,98,9,.318,.906
Harry Walker,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,,74,191,38,60,0,16,2,.314,.753
Ernie White,1,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,27,41,5,8,0,3,0,.195,.445
Totals,55,163,23,39,4,2,2,23,17,19,.239,.311,.325,.636,0,1,,156,5421,755,1454,60,,71,.268,.717
