
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Hank Bauer,7,31,6,10,0,0,4,8,0,5,.323,.323,.710,1.032,0,0,0,128,452,62,121,12,50,3,.268,.739
Yogi Berra,7,27,3,6,3,0,0,2,1,0,.222,.241,.333,.575,0,0,0,122,433,60,115,22,90,3,.266,.790
Andy Carey,5,12,1,1,0,0,0,0,0,3,.083,.083,.083,.167,0,0,0,102,315,39,90,12,45,1,.286,.849
Murry Dickson,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,*34,42,2,11,1,2,0,.262,.629
Art Ditmar,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,1,38,44,8,11,0,5,0,.250,.533
Ryne Duren,3,3,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,44,13,0,1,0,1,0,.077,.371
Whitey Ford,3,4,1,0,0,0,0,0,2,2,.000,.333,.000,.333,0,0,0,30,73,10,15,0,2,0,.205,.485
Elston Howard,6,18,4,4,0,0,0,2,1,4,.222,.263,.222,.485,1,0,0,103,376,45,118,11,66,1,.314,.827
Tony Kubek,7,21,0,1,0,0,0,1,1,7,.048,.087,.048,.135,0,0,2,138,559,66,148,2,48,5,.265,.612
Johnny Kucks,2,1,0,1,0,0,0,0,0,0,1.000,1.000,1.000,2.000,0,0,0,34,40,2,5,0,2,0,.125,.361
Don Larsen,2,2,0,0,0,0,0,0,1,0,.000,.333,.000,.333,0,0,0,28,49,9,15,4,13,0,.306,.935
Jerry Lumpe,6,12,0,2,0,0,0,0,1,2,.167,.231,.167,.397,0,1,0,81,232,34,59,3,32,1,.254,.681
Duke Maas,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,*32,51,5,6,0,2,0,.118,.339
Mickey Mantle,7,24,4,6,0,1,2,3,7,4,.250,.419,.583,1.003,0,0,0,150,519,127,158,42,97,18,.304,1.035
Gil McDougald,7,28,5,9,2,0,2,4,2,4,.321,.367,.607,.974,0,0,0,138,503,69,126,14,65,6,.250,.705
Zach Monroe,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,21,17,2,2,0,0,0,.118,.294
Bobby Richardson,4,5,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,73,182,18,45,0,14,1,.247,.578
Norm Siebern,3,8,1,1,0,0,0,0,3,2,.125,.364,.125,.489,0,0,0,134,460,79,138,14,55,5,.300,.842
Bill Skowron,7,27,3,7,0,0,2,7,1,4,.259,.286,.481,.767,0,0,0,126,465,61,127,14,73,1,.273,.740
Enos Slaughter,4,3,1,0,0,0,0,0,1,1,.000,.250,.000,.250,0,0,,77,138,21,42,4,19,2,.304,.831
Marv Throneberry,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,,60,150,30,34,7,19,1,.227,.742
Bob Turley,4,5,0,1,0,0,0,2,0,1,.200,.200,.200,.400,0,0,0,33,88,8,12,2,6,0,.136,.378
Totals,90,233,29,49,5,1,10,29,21,42,.210,.273,.369,.643,1,1,,155,5294,759,1418,164,,48,.268,.751
