
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Morrie Arnovich,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,*101,352,30,88,0,33,1,.250,.606
Bill Baker,3,4,1,1,0,0,0,0,0,1,.250,.250,.250,.500,0,0,1,27,69,5,15,0,7,2,.217,.521
Joe Beggs,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,37,21,1,4,0,0,0,.190,.381
Harry Craft,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,,115,422,47,103,6,48,2,.244,.630
Paul Derringer,3,7,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,37,108,4,18,0,8,0,.167,.370
Lonny Frey,3,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,150,563,102,150,8,54,22,.266,.732
Ival Goodman,7,29,5,8,2,0,0,5,0,3,.276,.276,.345,.621,0,0,0,136,519,78,134,12,63,9,.258,.724
Johnny Hutchings,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,19,13,2,2,0,0,0,.154,.421
Eddie Joost,7,25,0,5,0,0,0,2,1,2,.200,.231,.200,.431,0,1,0,88,278,24,60,1,24,4,.216,.567
Ernie Lombardi,2,3,0,1,1,0,0,0,1,0,.333,.500,.667,1.167,0,0,0,109,376,50,120,14,74,0,.319,.871
Frank McCormick,7,28,2,6,1,0,0,0,1,1,.214,.241,.250,.491,0,0,1,155,618,93,191,19,127,2,.309,.850
Mike McCormick,7,29,1,9,3,0,0,2,1,6,.310,.333,.414,.747,0,0,1,110,417,48,125,1,30,8,.300,.681
Whitey Moore,3,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,25,39,1,5,0,1,0,.128,.299
Billy Myers,7,23,0,3,0,0,0,2,2,5,.130,.200,.130,.330,0,0,3,90,282,33,57,5,30,0,.202,.603
Elmer Riddle,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,15,7,0,1,0,0,0,.143,.393
Lew Riggs,3,3,1,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,,41,72,8,21,1,9,0,.292,.769
Jimmy Ripple,7,21,3,7,2,0,1,6,4,2,.333,.440,.571,1.011,0,0,0,*39,114,15,34,4,20,1,.298,.881
Gene Thompson,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,33,79,5,18,0,11,0,.228,.551
Jim Turner,1,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,25,75,7,18,0,2,0,.240,.573
Johnny Vander Meer,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,12,20,6,6,0,0,0,.300,.733
Bucky Walters,2,7,2,2,1,0,1,2,0,1,.286,.286,.857,1.143,0,0,0,37,117,11,24,1,18,2,.205,.488
Billy Werber,7,27,5,10,4,0,0,2,4,2,.370,.452,.519,.970,0,1,2,143,584,105,162,12,48,16,.277,.777
Jimmie Wilson,6,17,2,6,0,0,0,0,1,2,.353,.389,.353,.742,1,0,0,16,37,2,9,0,3,1,.243,.579
Totals,82,232,22,58,14,0,2,21,15,30,.250,.296,.336,.632,1,2,,155,5372,707,1427,89,,72,.266,.706
