
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Jim Beauchamp,4,4,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,,50,61,5,17,0,14,1,.279,.671
Ken Boswell,3,3,1,3,0,0,0,0,0,0,1.000,1.000,1.000,2.000,0,0,,76,110,12,25,2,14,0,.227,.621
Wayne Garrett,7,30,4,5,0,0,2,2,5,11,.167,.306,.367,.672,0,0,3,140,504,76,129,16,58,6,.256,.751
Jerry Grote,7,30,2,8,0,0,0,0,0,1,.267,.290,.267,.557,0,0,0,84,285,17,73,1,32,0,.256,.606
Don Hahn,7,29,2,7,1,1,0,2,1,6,.241,.267,.345,.611,0,0,1,93,262,22,60,2,21,2,.229,.575
Bud Harrelson,7,24,2,6,1,0,0,1,5,3,.250,.379,.292,.671,0,0,0,106,356,35,92,0,20,5,.258,.657
Ron Hodges,1,0,0,0,0,0,0,0,1,0,,1.000,,,0,0,,45,127,5,33,1,18,0,.260,.613
Cleon Jones,7,28,5,8,2,0,1,1,4,2,.286,.394,.464,.858,0,0,1,92,339,48,88,11,48,1,.260,.710
Jerry Koosman,2,4,0,0,0,0,0,0,0,3,.000,.000,.000,.000,0,0,1,35,78,3,8,0,3,0,.103,.240
Ed Kranepool,4,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,,100,284,28,68,1,35,1,.239,.616
Ted Martinez,2,0,0,0,0,0,0,0,0,0,,,,,0,0,,92,263,34,67,1,14,3,.255,.602
Jon Matlack,3,4,0,1,0,0,0,0,2,1,.250,.500,.250,.750,0,0,0,35,65,5,9,0,2,0,.138,.421
Willie Mays,3,7,1,2,0,0,0,1,0,1,.286,.286,.286,.571,0,0,1,66,209,24,44,6,25,1,.211,.647
Tug McGraw,5,3,1,1,0,0,0,0,0,1,.333,.333,.333,.667,0,0,0,60,24,0,4,0,2,0,.167,.426
Felix Millan,7,32,3,6,1,1,0,1,1,1,.188,.212,.281,.493,0,0,3,153,638,82,185,3,37,2,.290,.685
John Milner,7,27,2,8,0,0,0,2,5,1,.296,.406,.296,.703,0,0,0,129,451,69,108,23,72,1,.239,.762
Harry Parker,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,38,23,0,4,0,2,0,.174,.348
Ray Sadecki,4,0,0,0,0,0,0,0,0,0,,,,,0,0,0,31,31,3,7,0,1,0,.226,.516
Tom Seaver,2,5,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,39,93,9,15,1,5,1,.161,.457
Rusty Staub,7,26,1,11,2,0,1,6,2,2,.423,.464,.615,1.080,0,0,0,152,585,77,163,15,76,1,.279,.781
George Stone,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,28,48,4,13,0,5,0,.271,.542
George Theodore,2,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,45,116,14,30,1,15,1,.259,.639
Totals,96,261,24,66,7,2,4,16,26,36,.253,.328,.341,.669,0,0,,161,5457,608,1345,85,,27,.246,.653
