
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Johnny Bench,5,19,3,4,0,0,1,3,1,2,.211,.250,.368,.618,0,0,0,158,605,97,177,45,148,5,.293,.932
Angel Bravo,4,2,0,0,0,0,0,0,1,1,.000,.333,.000,.333,0,0,,65,65,10,18,0,3,0,.277,.688
Bernie Carbo,4,8,0,0,0,0,0,0,2,3,.000,.200,.000,.200,0,1,0,125,365,54,113,21,63,10,.310,1.004
Clay Carroll,4,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,65,14,1,1,0,0,0,.071,.205
Darrel Chaney,3,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,57,95,7,22,1,4,1,.232,.557
Ty Cline,3,3,0,1,0,0,0,0,0,0,.333,.333,.333,.667,0,0,,*50,65,13,18,0,8,1,.277,.805
Tony Cloninger,2,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,30,47,7,10,2,3,0,.213,.596
Dave Concepcion,3,9,0,3,0,1,0,3,0,0,.333,.300,.556,.856,0,0,0,101,265,38,69,1,19,10,.260,.641
Pat Corrales,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,,43,106,9,25,1,10,0,.236,.620
Wayne Granger,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,67,10,0,1,0,0,0,.100,.200
Don Gullett,3,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,44,19,3,4,0,2,1,.211,.566
Tommy Helms,5,18,1,4,0,0,0,0,1,1,.222,.263,.222,.485,0,0,0,150,575,42,136,1,45,2,.237,.543
Lee May,5,18,6,7,2,0,2,8,2,2,.389,.450,.833,1.283,0,0,0,153,605,78,153,34,94,1,.253,.782
Jim McGlothlin,1,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,35,66,5,8,1,6,0,.121,.418
Hal McRae,3,11,1,5,2,0,0,3,0,1,.455,.455,.636,1.091,0,0,0,70,165,18,41,8,23,0,.248,.756
Jim Merritt,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,35,83,7,14,3,6,0,.169,.484
Gary Nolan,2,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,37,82,4,13,0,6,0,.159,.400
Tony Perez,5,18,2,1,0,0,0,0,3,4,.056,.190,.056,.246,0,0,1,158,587,107,186,40,129,8,.317,.990
Pete Rose,5,20,2,5,1,0,1,2,2,0,.250,.318,.450,.768,0,0,1,159,649,120,205,15,52,12,.316,.855
Jimmy Stewart,2,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,,101,105,15,28,1,8,5,.267,.665
Bobby Tolan,5,19,5,4,1,0,1,1,3,2,.211,.318,.421,.739,1,1,1,152,589,112,186,16,80,57,.316,.860
Ray Washburn,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,35,13,0,0,0,1,0,.000,.067
Milt Wilcox,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,5,5,0,1,0,1,0,.200,.400
Woody Woodward,4,5,0,1,0,0,0,0,0,0,.200,.200,.200,.400,0,0,0,100,264,23,59,1,14,1,.223,.568
Totals,75,164,20,35,6,1,5,20,15,23,.213,.278,.354,.631,1,2,,162,5540,775,1498,191,,115,.270,.772
