
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Home Run Baker,4,16,0,4,2,0,0,2,1,3,.250,.294,.375,.669,0,,0,150,570,84,182,9,89,19,.319,.822
Jack Barry,4,14,1,1,0,0,0,0,1,3,.071,.133,.071,.205,1,,1,140,467,57,113,0,42,22,.242,.592
Chief Bender,1,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,,0,28,62,4,9,1,8,0,.145,.407
Bullet Joe Bush,1,5,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,,1,38,74,6,14,1,8,0,.189,.494
Eddie Collins,4,14,0,3,0,0,0,1,2,1,.214,.313,.214,.527,1,,0,152,526,122,181,2,85,58,.344,.904
Jack Lapp,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,,0,69,199,22,46,0,19,1,.231,.624
Stuffy McInnis,4,14,2,2,1,0,0,0,3,3,.143,.294,.214,.508,0,,0,149,576,74,181,1,95,25,.314,.709
Eddie Murphy,4,16,2,3,2,0,0,0,2,2,.188,.278,.313,.590,0,,0,148,573,101,156,3,43,36,.272,.720
Rube Oldring,4,15,0,1,0,0,0,0,0,5,.067,.067,.067,.133,0,,0,119,466,68,129,3,49,14,.277,.679
Herb Pennock,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,,0,28,56,7,12,0,9,0,.214,.527
Eddie Plank,1,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,,0,34,60,6,9,0,5,1,.150,.386
Wally Schang,4,12,1,2,1,0,0,0,1,4,.167,.231,.250,.481,0,,1,107,307,44,88,3,45,7,.287,.775
Bob Shawkey,1,2,0,1,1,0,0,1,0,1,.500,.500,1.000,1.500,0,,0,38,83,6,17,0,5,0,.205,.470
Amos Strunk,2,7,0,2,0,0,0,0,0,2,.286,.286,.286,.571,0,,0,122,404,58,111,2,45,25,.275,.706
Jimmy Walsh,3,6,0,2,1,0,0,1,3,1,.333,.556,.500,1.056,0,,0,*111,352,48,77,4,47,12,.219,.675
Weldon Wyckoff,1,1,0,1,1,0,0,0,0,0,1.000,1.000,2.000,3.000,0,,0,34,75,7,11,1,6,3,.147,.377
Totals,40,128,6,22,9,0,0,5,13,28,.172,.248,.242,.490,2,,,158,5126,749,1392,29,,231,.272,.699
