
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Roberto Alomar,6,24,3,5,1,0,0,0,3,3,.208,.296,.250,.546,3,0,0,152,571,105,177,8,76,49,.310,.832
Derek Bell,2,1,1,0,0,0,0,0,1,0,.000,.500,.000,.500,0,0,,61,161,23,39,2,15,7,.242,.678
Pat Borders,6,20,2,9,3,0,1,3,2,1,.450,.500,.750,1.250,0,0,1,138,480,47,116,13,53,1,.242,.676
Joe Carter,6,22,2,6,2,0,2,3,3,2,.273,.346,.636,.983,1,0,0,158,622,97,164,34,119,12,.264,.808
David Cone,2,4,0,2,0,0,0,1,1,0,.500,.600,.500,1.100,0,0,0,*35,65,5,6,0,4,0,.092,.240
Mark Eichhorn,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,*65,0,0,0,0,0,0,,
Alfredo Griffin,2,0,0,0,0,0,0,0,0,0,,,,,0,0,1,63,150,21,35,0,10,3,.233,.553
Kelly Gruber,6,19,2,2,0,0,1,1,2,5,.105,.190,.263,.454,1,0,1,120,446,42,102,11,43,7,.229,.627
Juan Guzman,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,28,0,0,0,0,0,0,,
Tom Henke,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,57,0,0,0,0,0,0,,
Jimmy Key,2,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,33,0,0,0,0,0,0,,
Manuel Lee,6,19,1,2,0,0,0,0,1,2,.105,.150,.105,.255,0,0,1,128,396,49,104,3,39,6,.263,.659
Candy Maldonado,6,19,1,3,0,0,1,2,2,5,.158,.238,.316,.554,0,0,0,137,489,64,133,20,66,2,.272,.819
Jack Morris,2,2,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,34,0,0,0,0,0,0,,
John Olerud,4,13,2,4,0,0,0,0,0,4,.308,.308,.308,.615,0,0,0,138,458,68,130,16,66,1,.284,.825
Ed Sprague,3,2,1,1,0,0,1,2,1,0,.500,.667,2.000,2.667,0,0,0,22,47,6,11,1,7,0,.234,.620
Todd Stottlemyre,4,0,0,0,0,0,0,0,0,0,,,,,0,0,0,28,0,0,0,0,0,0,,
Pat Tabler,2,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,,49,135,11,34,0,16,0,.252,.595
Mike Timlin,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,26,0,0,0,0,0,0,,
Duane Ward,4,0,0,0,0,0,0,0,0,0,,,,,0,0,0,79,0,0,0,0,0,0,,
David Wells,4,0,0,0,0,0,0,0,0,0,,,,,0,0,0,41,0,0,0,0,0,0,,
Devon White,6,26,2,6,1,0,0,2,0,6,.231,.259,.269,.528,1,0,0,153,641,98,159,17,60,37,.248,.693
Dave Winfield,6,22,0,5,1,0,0,3,2,3,.227,.292,.273,.564,0,0,0,156,583,92,169,26,108,2,.290,.867
Totals,86,196,17,45,8,0,6,17,18,33,.230,.296,.362,.659,6,0,,162,5536,780,1458,163,,129,.263,.747
