
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Josh Beckett,2,2,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,24,46,3,7,0,3,0,.152,.366
Miguel Cabrera,6,24,1,4,0,0,1,3,1,7,.167,.200,.292,.492,0,0,1,87,314,39,84,12,62,0,.268,.793
Luis Castillo,6,26,1,4,0,0,0,1,0,7,.154,.154,.154,.308,1,1,0,152,595,99,187,6,39,21,.314,.778
Jeff Conine,6,21,4,7,1,0,0,0,3,2,.333,.417,.381,.798,0,0,0,*149,577,88,163,20,95,5,.282,.797
Juan Encarnacion,6,11,1,2,0,0,0,1,1,5,.182,.231,.182,.413,0,0,0,156,601,80,162,19,94,19,.270,.759
Chad Fox,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,*38,0,0,0,0,0,0,,
Alex Gonzalez,6,22,3,6,2,0,1,2,0,7,.273,.273,.500,.773,0,1,0,150,528,52,135,18,77,0,.256,.756
Rick Helling,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,*35,3,0,1,0,0,0,.333,1.000
Todd Hollandsworth,2,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,,93,228,32,58,3,20,2,.254,.739
Derrek Lee,6,24,2,5,0,0,0,2,1,7,.208,.240,.208,.448,0,0,1,155,539,91,146,31,92,21,.271,.888
Braden Looper,4,0,0,0,0,0,0,0,0,0,,,,,0,0,0,74,1,1,1,0,0,0,1.000,2.000
Mike Lowell,6,23,1,5,1,0,0,2,2,3,.217,.280,.261,.541,0,0,0,130,492,76,136,32,105,3,.276,.881
Carl Pavano,2,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,33,61,4,6,0,1,0,.098,.291
Brad Penny,2,2,0,1,0,0,0,2,0,0,.500,.500,.500,1.000,0,0,0,33,68,3,9,2,8,0,.132,.397
Juan Pierre,6,21,2,7,2,0,0,3,5,2,.333,.481,.429,.910,1,1,0,162,668,100,204,1,41,65,.305,.734
Mark Redman,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,29,61,0,1,0,1,0,.016,.049
Mike Redmond,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,59,125,12,30,0,11,0,.240,.614
Ivan Rodriguez,6,22,2,6,2,0,0,1,1,4,.273,.292,.364,.655,0,0,0,144,511,90,152,16,85,10,.297,.843
Ugueth Urbina,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,*72,0,0,0,0,0,0,,
Dontrelle Willis,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,27,58,2,14,1,4,0,.241,.606
Totals,78,203,17,47,8,0,2,17,14,48,.232,.282,.300,.582,2,3,,162,5490,751,1459,157,,150,.266,.754
