
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Vince Coleman,7,28,5,4,2,0,0,2,2,10,.143,.200,.214,.414,6,0,0,151,623,121,180,3,43,109,.289,.721
Danny Cox,3,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,32,69,3,8,0,1,0,.116,.273
Ken Dayley,4,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,53,0,0,0,0,0,0,,
Dan Driessen,4,13,3,3,2,0,0,1,1,1,.231,.286,.385,.670,0,0,0,24,60,5,14,1,11,0,.233,.625
Curt Ford,5,13,1,4,0,0,0,2,1,1,.308,.357,.308,.665,0,1,0,89,228,32,65,3,26,11,.285,.733
Bob Forsch,3,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,34,57,9,17,2,8,0,.298,.842
Tom Herr,7,28,2,7,0,0,1,1,2,2,.250,.300,.357,.657,0,1,0,141,510,73,134,2,83,19,.263,.677
Ricky Horton,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,68,29,2,5,0,0,0,.172,.407
Lance Johnson,1,0,0,0,0,0,0,0,0,0,,,,,1,0,,33,59,4,13,0,7,6,.220,.558
Steve Lake,3,3,0,1,0,0,0,1,0,0,.333,.333,.333,.667,0,0,0,74,179,19,45,2,19,0,.251,.636
Tom Lawless,3,10,1,1,0,0,1,3,0,4,.100,.100,.400,.500,0,0,1,19,25,5,2,0,0,2,.080,.299
Jim Lindeman,6,15,3,5,1,0,0,2,0,3,.333,.375,.400,.775,0,0,3,75,207,20,43,8,28,3,.208,.640
Joe Magrane,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,28,52,5,7,1,3,0,.135,.427
Greg Mathews,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,32,68,5,13,0,3,0,.191,.431
Willie McGee,7,27,2,10,2,0,0,4,0,9,.370,.370,.444,.815,0,0,1,153,620,76,177,11,105,16,.285,.746
John Morris,1,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,101,157,22,41,3,23,5,.261,.721
Jose Oquendo,7,24,2,6,0,0,0,2,1,4,.250,.269,.250,.519,0,1,0,116,248,43,71,1,24,4,.286,.743
Tom Pagnozzi,2,4,0,1,0,0,0,0,0,0,.250,.250,.250,.500,0,0,,27,48,8,9,2,9,1,.188,.583
Tony Pena,7,22,2,9,1,0,0,4,3,2,.409,.480,.455,.935,1,0,1,116,384,40,82,5,44,6,.214,.589
Terry Pendleton,3,7,2,3,0,0,0,1,1,1,.429,.500,.429,.929,2,0,,159,583,82,167,12,96,19,.286,.772
Ozzie Smith,7,28,3,6,0,0,0,2,2,3,.214,.267,.214,.481,2,0,0,158,600,104,182,0,75,43,.303,.775
John Tudor,2,2,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,17,35,1,7,0,5,0,.200,.443
Lee Tunnell,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,33,17,1,4,0,3,0,.235,.471
Todd Worrell,4,0,0,0,0,0,0,0,0,0,,,,,0,0,0,75,10,0,1,0,0,0,.100,.200
Totals,93,232,26,60,8,0,2,25,13,44,.259,.300,.319,.619,12,3,,162,5500,798,1449,94,,248,.263,.718
