
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Elvis Andrus,5,17,2,3,0,0,0,1,3,3,.176,.286,.176,.462,1,0,1,148,588,88,156,0,35,32,.265,.643
Julio Borbon,2,2,1,1,0,0,0,0,0,0,.500,.500,.500,1.000,0,0,,137,438,60,121,3,42,15,.276,.649
Jorge Cantu,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,*127,472,50,121,11,56,0,.256,.695
Nelson Cruz,5,20,2,4,2,0,1,3,0,5,.200,.200,.450,.650,0,0,0,108,399,60,127,22,78,17,.318,.950
Neftali Feliz,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,70,0,0,0,0,0,0,,
Jeff Francoeur,3,6,0,0,0,0,0,0,1,1,.000,.143,.000,.143,0,0,0,*139,454,52,113,13,65,8,.249,.683
Vladimir Guerrero,4,14,0,1,0,0,0,2,1,5,.071,.125,.071,.196,0,1,2,152,593,83,178,29,115,4,.300,.841
Josh Hamilton,5,20,2,2,0,0,1,1,1,3,.100,.143,.250,.393,0,1,0,133,518,95,186,32,100,8,.359,1.044
Derek Holland,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,14,0,0,0,0,0,0,,
Tommy Hunter,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,23,1,0,0,0,0,0,.000,.000
Ian Kinsler,5,16,1,3,1,0,0,0,3,2,.188,.316,.250,.566,1,0,0,103,391,73,112,9,45,15,.286,.794
Michael Kirkman,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,14,0,0,0,0,0,0,,
Cliff Lee,2,2,0,1,1,0,0,0,0,0,.500,.500,1.000,1.500,0,0,0,*28,3,0,0,0,0,0,.000,.000
Colby Lewis,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,32,7,1,2,0,2,0,.286,.571
Mark Lowe,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,*14,0,0,0,0,0,0,,
Bengie Molina,4,11,3,2,1,0,0,1,2,3,.182,.308,.273,.580,0,0,0,*118,377,27,94,5,36,0,.249,.623
Mitch Moreland,5,13,1,6,1,0,1,3,2,4,.462,.533,.769,1.303,0,0,1,47,145,20,37,9,25,3,.255,.833
David Murphy,3,7,0,1,0,0,0,1,1,3,.143,.250,.143,.393,0,0,0,138,419,54,122,12,65,14,.291,.806
Darren O'Day,4,0,0,0,0,0,0,0,0,0,,,,,0,0,0,72,0,0,0,0,0,0,,
Alexi Ogando,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,44,1,1,1,0,0,0,1.000,2.000
Darren Oliver,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,64,0,0,0,0,0,0,,
Matt Treanor,1,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,82,237,22,50,5,27,1,.211,.595
C.J. Wilson,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,33,4,0,0,0,0,0,.000,.000
Michael Young,5,20,0,5,0,0,0,0,1,2,.250,.286,.250,.536,0,0,1,157,656,99,186,21,91,4,.284,.774
Totals,69,153,12,29,6,0,3,12,15,31,.190,.259,.288,.546,2,2,,162,5635,787,1556,162,,123,.276,.757
