
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Al Alburquerque,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,8,0,0,0,0,0,0,,
Alex Avila,2,7,0,1,0,0,0,0,1,2,.143,.250,.143,.393,0,0,0,116,367,42,89,9,48,2,.243,.736
Joaquin Benoit,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,73,0,0,0,0,0,0,,
Quintin Berry,4,8,0,0,0,0,0,0,1,2,.000,.111,.000,.111,0,0,0,94,291,44,75,2,29,21,.258,.684
Miguel Cabrera,4,13,1,3,0,0,1,3,3,4,.231,.375,.462,.837,0,0,0,161,622,109,205,44,139,4,.330,.999
Phil Coke,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,66,0,0,0,0,0,0,,
Andy Dirks,4,9,0,1,0,0,0,0,1,2,.111,.200,.111,.311,0,0,0,88,314,56,101,8,35,1,.322,.857
Octavio Dotel,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,57,0,0,0,0,0,0,,
Prince Fielder,4,14,0,1,0,0,0,0,0,4,.071,.133,.071,.205,0,0,0,162,581,83,182,30,108,1,.313,.940
Doug Fister,1,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,26,2,0,0,0,0,0,.000,.000
Avisail Garcia,3,5,0,0,0,0,0,0,1,2,.000,.167,.000,.167,0,0,0,23,47,7,15,0,3,0,.319,.692
Omar Infante,4,15,0,5,0,0,0,0,0,4,.333,.375,.333,.708,0,1,0,*149,554,69,152,12,53,17,.274,.719
Austin Jackson,4,13,2,3,1,0,0,0,4,6,.231,.412,.308,.719,0,0,1,137,543,103,163,16,66,12,.300,.856
Don Kelly,2,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,75,113,14,21,1,7,2,.186,.523
Gerald Laird,2,7,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,63,174,24,49,2,11,0,.282,.710
Jhonny Peralta,4,15,1,1,0,0,1,2,0,3,.067,.067,.267,.333,0,0,0,150,531,58,127,13,63,1,.239,.689
Rick Porcello,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,31,2,0,0,0,0,0,.000,.000
Anibal Sanchez,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,*31,30,1,3,0,0,0,.100,.296
Ramon Santiago,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,,93,228,19,47,2,17,1,.206,.555
Max Scherzer,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,32,2,0,0,0,0,0,.000,.000
Drew Smyly,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,23,1,0,0,0,0,0,.000,.000
Jose Valverde,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,71,0,0,0,0,0,0,,
Justin Verlander,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,33,4,0,0,0,0,0,.000,.000
Danny Worth,2,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,43,74,9,16,0,3,0,.216,.586
Delmon Young,4,14,2,5,1,0,1,1,1,3,.357,.400,.643,1.043,0,0,0,151,574,54,153,18,74,0,.267,.707
Totals,60,126,6,20,2,0,3,6,12,36,.159,.243,.246,.489,0,1,,162,5476,726,1467,163,,59,.268,.757
