
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Benny Ayala,1,1,1,1,0,0,0,1,0,0,1.000,1.000,1.000,2.000,0,0,,47,104,12,23,4,13,0,.221,.682
Mike Boddicker,1,3,0,0,0,0,0,1,0,1,.000,.000,.000,.000,0,0,0,27,0,0,0,0,0,0,,
Al Bumbry,4,11,0,1,1,0,0,1,0,1,.091,.083,.182,.265,0,0,0,124,378,63,104,3,31,12,.275,.685
Todd Cruz,5,16,1,2,0,0,0,0,1,3,.125,.176,.125,.301,0,0,2,*146,437,37,87,10,48,4,.199,.552
Rich Dauer,5,19,2,4,1,0,0,3,0,3,.211,.211,.263,.474,0,0,0,140,459,49,108,5,41,1,.235,.615
Storm Davis,1,2,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,34,0,0,0,0,0,0,,
Rick Dempsey,5,13,3,5,4,0,1,2,2,2,.385,.467,.923,1.390,0,0,0,128,347,33,80,4,32,1,.231,.634
Jim Dwyer,2,8,3,3,1,0,1,1,0,0,.375,.375,.875,1.250,0,0,0,100,196,37,56,8,38,1,.286,.887
Mike Flanagan,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,20,0,0,0,0,0,0,,
Dan Ford,5,12,1,2,0,0,1,1,1,5,.167,.286,.417,.702,0,0,0,103,407,63,114,9,55,9,.280,.768
Tito Landrum,3,0,0,0,0,0,0,0,0,0,,,,,1,0,0,*32,47,8,14,1,4,1,.298,.767
John Lowenstein,4,13,2,5,1,0,1,1,0,3,.385,.385,.692,1.077,0,0,1,122,310,52,87,15,60,2,.281,.855
Tippy Martinez,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,65,0,0,0,0,0,0,,
Scott McGregor,2,5,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,36,0,0,0,0,0,0,,
Eddie Murray,5,20,2,5,0,0,2,3,1,4,.250,.286,.550,.836,0,0,1,156,582,115,178,33,111,5,.306,.930
Joe Nolan,2,2,0,0,0,0,0,0,1,0,.000,.333,.000,.333,0,0,0,73,184,25,51,5,24,0,.277,.771
Jim Palmer,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,14,0,0,0,0,0,0,,
Cal Ripken,5,18,2,3,0,0,0,1,3,4,.167,.286,.167,.452,0,0,0,162,663,121,211,27,102,0,.318,.888
Gary Roenicke,3,7,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,115,323,45,84,19,64,2,.260,.803
Lenn Sakata,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,66,134,23,34,3,12,8,.254,.711
John Shelby,5,9,1,4,0,0,0,1,0,4,.444,.400,.444,.844,0,0,0,126,325,52,84,5,27,15,.258,.660
Ken Singleton,2,1,0,0,0,0,0,1,1,1,.000,.500,.000,.500,0,0,,151,507,52,140,18,84,0,.276,.829
Sammy Stewart,3,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,59,0,0,0,0,0,0,,
Totals,69,164,18,35,8,0,6,17,10,37,.213,.258,.372,.630,1,0,,162,5546,799,1492,168,,61,.269,.761
