
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Hick Cady,2,4,1,1,0,0,0,0,3,0,.250,.571,.250,.821,0,,0,78,162,5,31,0,13,0,.191,.529
Bill Carrigan,1,3,0,2,0,0,0,1,0,1,.667,.667,.667,1.333,0,,0,33,63,7,17,0,11,2,.270,.712
Rube Foster,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,,0,38,62,3,11,0,2,0,.177,.441
Del Gainer,1,1,0,1,0,0,0,1,0,0,1.000,1.000,1.000,2.000,0,,,56,142,14,36,3,18,5,.254,.662
Larry Gardner,5,17,2,3,0,0,2,6,0,2,.176,.176,.529,.706,0,,2,148,493,47,152,2,62,12,.308,.759
Olaf Henriksen,1,0,1,0,0,0,0,0,1,0,,1.000,,,0,,,68,99,13,20,0,11,2,.202,.593
Dick Hoblitzell,5,17,3,4,1,1,0,2,6,0,.235,.435,.412,.847,0,,0,130,417,57,108,0,39,10,.259,.643
Harry Hooper,5,21,6,7,1,1,0,1,3,1,.333,.417,.476,.893,1,,0,151,575,75,156,1,37,27,.271,.711
Hal Janvrin,5,23,2,5,3,0,0,1,0,6,.217,.217,.348,.565,0,,2,117,310,32,69,0,26,6,.223,.583
Dutch Leonard,1,3,0,0,0,0,0,0,1,3,.000,.250,.000,.250,0,,0,48,85,2,17,0,10,0,.200,.488
Duffy Lewis,5,17,3,6,2,1,0,1,2,1,.353,.421,.588,1.009,0,,0,152,563,56,151,1,56,16,.268,.656
Carl Mays,2,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,,0,48,77,8,18,0,8,0,.234,.664
Mike McNally,1,0,1,0,0,0,0,0,0,0,,,,,0,,,87,135,28,23,0,9,9,.170,.398
Babe Ruth,1,5,0,0,0,0,0,1,0,2,.000,.000,.000,.000,0,,0,67,136,18,37,3,16,0,.272,.741
Everett Scott,5,16,1,2,0,1,0,1,1,1,.125,.176,.250,.426,0,,2,123,366,37,85,0,27,8,.232,.578
Ernie Shore,2,7,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,,0,38,77,3,7,0,3,0,.091,.242
Chick Shorten,2,7,0,4,0,0,0,2,0,1,.571,.571,.571,1.143,0,,0,53,112,14,33,0,11,1,.295,.683
Pinch Thomas,3,7,0,1,0,1,0,0,0,1,.143,.143,.429,.571,0,,0,99,216,21,57,1,21,4,.264,.697
Tillie Walker,3,11,1,3,0,1,0,1,1,2,.273,.333,.455,.788,0,,0,128,467,68,124,3,46,14,.266,.697
Jimmy Walsh,1,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,,0,*128,407,47,94,1,29,30,.231,.632
Totals,52,164,21,39,7,6,2,18,18,25,.238,.313,.390,.703,1,,,156,5018,550,1246,14,,129,.248,.635
