
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Pete Alexander,2,1,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,0,34,86,13,25,1,11,0,.291,.671
Ray Blades,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,,51,85,9,20,1,19,0,.235,.769
Jim Bottomley,4,14,1,3,0,1,1,3,2,6,.214,.313,.571,.884,0,0,0,149,576,123,187,31,136,10,.325,1.030
Taylor Douthit,3,11,1,1,0,0,0,1,1,1,.091,.231,.091,.322,0,0,0,154,648,111,191,3,43,11,.295,.756
Frankie Frisch,4,13,1,3,0,0,0,1,2,2,.231,.333,.231,.564,2,0,0,141,547,107,164,10,86,29,.300,.815
Chick Hafey,4,15,0,3,0,0,0,0,1,4,.200,.250,.200,.450,0,0,1,138,520,101,175,27,111,8,.337,.990
Jesse Haines,1,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,33,87,4,16,0,10,0,.184,.427
George Harper,3,9,1,1,0,0,0,0,2,2,.111,.273,.111,.384,0,0,0,*118,329,52,96,19,65,3,.292,.912
Andy High,4,17,1,5,2,0,0,1,1,3,.294,.333,.412,.745,0,0,0,111,368,58,105,6,37,2,.285,.744
Wattie Holm,3,6,0,1,0,0,0,1,0,1,.167,.167,.167,.333,0,0,0,102,386,61,107,3,47,1,.277,.728
Syl Johnson,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,34,38,5,6,0,1,0,.158,.422
Rabbit Maranville,4,13,2,4,1,0,0,0,1,1,.308,.357,.385,.742,1,0,1,112,366,40,88,1,34,3,.240,.652
Pepper Martin,1,0,1,0,0,0,0,0,0,0,,,,,0,0,,39,13,11,4,0,0,2,.308,.708
Clarence Mitchell,1,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,1,*24,60,0,8,0,1,0,.133,.283
Ernie Orsatti,4,7,1,2,1,0,0,0,1,3,.286,.375,.429,.804,0,0,0,27,69,10,21,3,15,0,.304,.922
Flint Rhem,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,28,67,4,11,1,6,0,.164,.397
Bill Sherdel,2,5,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,38,84,10,19,1,8,1,.226,.615
Earl Smith,1,4,0,3,0,0,0,0,0,0,.750,.750,.750,1.500,0,1,0,*56,143,11,34,2,18,0,.238,.650
Tommy Thevenow,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,69,171,11,35,0,13,0,.205,.575
Jimmie Wilson,3,11,1,1,1,0,0,1,0,3,.091,.091,.182,.273,0,1,2,*141,481,56,127,2,63,12,.264,.691
Totals,49,131,10,27,5,1,1,9,11,29,.206,.273,.282,.555,3,2,,154,5357,807,1505,113,,82,.281,.778
