
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Red Ames,1,0,0,0,0,0,0,0,0,0,,,,,0,,0,33,58,6,13,0,3,1,.224,.550
Beals Becker,2,4,1,0,0,0,0,0,2,0,.000,.333,.000,.333,0,,0,125,402,66,106,6,58,30,.264,.747
Doc Crandall,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,,0,50,80,9,25,0,19,0,.313,.798
Josh Devore,7,24,4,6,0,0,0,0,7,5,.250,.419,.250,.669,4,,1,106,327,66,90,2,37,27,.275,.754
Larry Doyle,8,33,5,8,0,0,1,2,3,2,.242,.306,.333,.639,2,,5,143,558,98,184,10,90,36,.330,.864
Art Fletcher,8,28,1,5,1,0,0,3,1,4,.179,.207,.214,.421,1,,4,129,419,64,118,1,57,16,.282,.702
Buck Herzog,8,30,6,12,4,1,0,5,1,3,.400,.438,.600,1.038,2,,0,140,482,72,127,2,47,37,.263,.705
Rube Marquard,2,4,0,0,0,0,0,0,1,0,.000,.200,.000,.200,0,,1,43,96,14,21,0,8,2,.219,.518
Christy Mathewson,3,12,0,2,0,0,0,0,0,4,.167,.167,.167,.333,0,,0,43,110,14,29,0,10,2,.264,.626
Moose McCormick,5,4,0,1,0,0,0,1,0,0,.250,.250,.250,.500,0,,,42,39,4,13,0,8,1,.333,.909
Fred Merkle,8,33,5,9,2,1,0,3,0,7,.273,.273,.394,.667,1,,2,129,479,82,148,11,84,37,.309,.823
Chief Meyers,8,28,2,10,0,1,0,3,2,3,.357,.419,.429,.848,1,,1,126,371,60,133,6,54,8,.358,.918
Red Murray,8,31,5,10,4,1,0,4,2,2,.323,.364,.516,.880,0,,0,143,549,83,152,3,92,38,.277,.734
Tillie Shafer,3,0,0,0,0,0,0,0,0,0,,,,,0,,0,78,163,48,47,0,23,22,.288,.733
Fred Snodgrass,8,33,2,7,2,0,0,2,2,5,.212,.278,.273,.551,0,,1,146,535,91,144,3,69,43,.269,.727
Jeff Tesreau,3,8,0,3,0,0,0,2,1,3,.375,.444,.375,.819,0,,0,36,82,1,12,0,6,0,.146,.393
Art Wilson,2,1,0,1,0,0,0,0,0,0,1.000,1.000,1.000,2.000,0,,1,65,121,17,35,3,19,2,.289,.771
Totals,85,274,31,74,13,4,1,25,22,39,.270,.331,.358,.689,11,,,154,5067,823,1451,47,,319,.286,.755
