
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Heinz Becker,3,2,0,1,0,0,0,0,1,1,.500,.667,.500,1.167,0,0,,67,133,25,38,2,27,0,.286,.796
Cy Block,1,0,0,0,0,0,0,0,0,0,,,,,0,0,,2,7,1,1,0,1,0,.143,.286
Hank Borowy,4,6,1,1,1,0,0,0,0,3,.167,.167,.333,.500,0,0,0,*33,91,10,18,0,6,0,.198,.508
Phil Cavarretta,7,26,7,11,2,0,1,5,4,3,.423,.500,.615,1.115,0,0,0,132,498,94,177,6,97,5,.355,.949
Bob Chipman,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,25,17,1,3,0,2,0,.176,.498
Paul Derringer,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,35,75,3,15,0,8,0,.200,.440
Paul Erickson,4,0,0,0,0,0,0,0,0,0,,,,,0,0,0,28,32,2,5,0,0,0,.156,.447
Paul Gillespie,3,6,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,75,163,12,47,3,25,2,.288,.746
Stan Hack,7,30,1,11,3,0,0,4,4,2,.367,.441,.467,.908,0,1,3,150,597,110,193,2,43,12,.323,.826
Roy Hughes,6,17,1,5,1,0,0,3,4,5,.294,.429,.353,.782,0,0,0,69,222,34,58,0,8,6,.261,.617
Don Johnson,7,29,4,5,2,1,0,0,0,8,.172,.172,.310,.483,1,0,1,138,557,94,168,2,58,9,.302,.704
Mickey Livingston,6,22,3,8,3,0,0,4,1,1,.364,.391,.500,.891,0,2,0,71,224,19,57,2,23,2,.254,.641
Peanuts Lowrey,7,29,4,9,1,0,0,0,1,2,.310,.333,.345,.678,0,0,0,143,523,72,148,7,89,11,.283,.735
Clyde McCullough,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,,0,0,0,0,0,0,0,,
Lennie Merullo,3,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,121,394,40,94,2,37,7,.239,.597
Bill Nicholson,7,28,1,6,1,1,0,8,2,5,.214,.267,.321,.588,0,0,1,151,559,82,136,13,88,4,.243,.734
Andy Pafko,7,28,5,6,2,1,0,2,2,5,.214,.267,.357,.624,1,0,1,144,534,64,159,12,110,5,.298,.816
Claude Passeau,3,7,1,0,0,0,0,1,0,4,.000,.000,.000,.000,0,0,0,34,91,10,17,2,9,0,.187,.479
Ray Prim,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,34,51,4,13,0,1,0,.255,.576
Ed Sauer,2,2,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,,49,93,8,24,2,11,2,.258,.704
Bill Schuster,2,1,1,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,45,47,8,9,0,2,2,.191,.573
Frank Secory,5,5,0,2,0,0,0,0,0,2,.400,.400,.400,.800,0,0,,35,57,4,9,0,6,0,.158,.362
Hy Vandenberg,3,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,30,32,4,4,0,2,0,.125,.339
Dewey Williams,2,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,59,100,16,28,2,5,0,.280,.763
Hank Wyse,3,3,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,38,101,6,17,0,7,0,.168,.356
Totals,99,247,29,65,16,3,1,27,19,48,.263,.316,.364,.680,2,3,,155,5298,735,1465,57,,69,.277,.720
